t_s,force_N
4.050,66.551
4.060,65.615
4.070,66.454
4.080,66.059
4.090,70.550
4.100,66.361
4.110,66.383
4.120,69.209
4.130,65.654
4.140,69.071
4.150,68.149
4.160,64.509
4.170,65.189
4.180,66.609
4.190,64.457
4.200,69.249
4.210,70.296
4.220,68.788
4.230,64.533
4.240,67.697
4.250,64.960
4.260,64.864
4.270,67.423
4.280,68.182
4.290,70.586
4.300,68.693
4.310,66.651
4.320,69.264
4.330,69.018
4.340,65.676
4.350,66.998
4.360,65.064
4.370,67.487
4.380,64.027
4.390,66.486
4.400,68.723
4.410,68.581
4.420,66.622
4.430,70.434
4.440,69.790
4.450,63.960
4.460,64.333
4.470,68.886
4.480,65.209
4.490,65.936
4.500,65.699
4.510,69.992
4.520,65.738
4.530,66.216
4.540,66.811
4.550,66.429
4.560,65.467
4.570,67.237
4.580,67.343
4.590,67.061
4.600,68.224
4.610,67.484
4.620,64.959
4.630,70.351
4.640,70.178
4.650,70.227
4.660,68.996
4.670,69.800
4.680,65.396
4.690,70.347
4.700,66.093
4.710,68.382
4.720,68.760
4.730,66.125
4.740,70.142
4.750,68.136
4.760,67.055
4.770,66.228
4.780,63.832
4.790,68.035
4.800,66.740
4.810,66.713
4.820,66.138
4.830,67.179
4.840,67.680
4.850,63.967
4.860,64.991
4.870,65.549
4.880,64.872
4.890,69.476
4.900,68.816
4.910,65.290
4.920,64.896
4.930,69.075
4.940,67.479
4.950,65.209
4.960,66.490
4.970,64.383
4.980,68.603
4.990,68.342
5.000,64.625
5.010,64.364
5.020,69.802
5.030,63.987
5.040,69.462
5.050,69.312
5.060,67.521
5.070,64.259
5.080,68.069
5.090,64.149
5.100,67.531
5.110,64.430
5.120,69.463
5.130,65.302
5.140,64.123
5.150,70.240
5.160,63.586
5.170,68.078
5.180,70.068
5.190,67.462
5.200,67.724
5.210,66.533
5.220,65.683
5.230,64.933
5.240,67.393
5.250,66.866
5.260,65.217
5.270,68.440
5.280,66.853
5.290,66.119
5.300,68.469
5.310,67.633
5.320,69.681
5.330,65.896
5.340,68.314
5.350,65.321
5.360,69.807
5.370,68.811
5.380,66.720
5.390,64.450
5.400,68.480
5.410,66.914
5.420,63.872
5.430,64.912
5.440,68.132
5.450,65.432
5.460,68.781
5.470,64.193
5.480,66.247
5.490,64.917
5.500,66.091
5.510,66.481
5.520,65.737
5.530,68.218
5.540,67.349
5.550,63.823
5.560,70.069
5.570,69.986
5.580,64.174
5.590,63.799
5.600,69.514
5.610,69.047
5.620,67.579
5.630,63.894
5.640,67.731
5.650,67.707
5.660,70.027
5.670,69.514
5.680,66.451
5.690,68.268
5.700,66.648
5.710,65.088
5.720,70.212
5.730,63.694
5.740,65.802
5.750,63.451
5.760,64.101
5.770,64.463
5.780,67.583
5.790,63.658
5.800,67.639
5.810,67.841
5.820,68.525
5.830,68.828
5.840,64.915
5.850,63.377
5.860,69.088
5.870,68.680
5.880,64.123
5.890,63.564
5.900,67.599
5.910,67.537
5.920,65.938
5.930,69.417
5.940,64.031
5.950,65.472
5.960,66.621
5.970,68.677
5.980,66.243
5.990,67.027
6.000,65.868
6.010,67.624
6.020,68.200
6.030,63.321
6.040,67.512
6.050,68.399
6.060,67.519
6.070,68.370
6.080,64.915
6.090,66.779
6.100,63.625
6.110,64.701
6.120,66.834
6.130,64.020
6.140,68.855
6.150,69.047
6.160,64.690
6.170,64.843
6.180,69.040
6.190,63.842
6.200,68.675
6.210,63.942
6.220,65.912
6.230,67.796
6.240,65.224
6.250,63.892
6.260,67.469
6.270,65.168
6.280,63.933
6.290,64.769
6.300,64.104
6.310,64.864
6.320,67.865
6.330,66.986
6.340,66.461
6.350,66.679
6.360,68.672
6.370,68.071
6.380,63.734
6.390,64.546
6.400,65.579
6.410,69.166
6.420,66.661
6.430,64.736
6.440,69.724
6.450,66.214
6.460,66.052
6.470,67.482
6.480,67.330
6.490,68.995
6.500,65.447
6.510,63.404
6.520,64.527
6.530,65.965
6.540,66.176
6.550,68.669
6.560,64.177
6.570,66.485
6.580,67.329
6.590,64.017
6.600,68.844
6.610,66.493
6.620,66.588
6.630,65.349
6.640,68.972
6.650,64.696
6.660,67.823
6.670,65.471
6.680,66.645
6.690,65.146
6.700,68.857
6.710,64.413
6.720,65.698
6.730,68.830
6.740,67.780
6.750,67.881
6.760,68.404
6.770,66.227
6.780,65.111
6.790,67.451
6.800,65.582
6.810,63.653
6.820,64.880
6.830,64.935
6.840,65.113
6.850,68.891
6.860,63.618
6.870,68.435
6.880,69.657
6.890,67.741
6.900,69.764
6.910,69.704
6.920,63.279
6.930,66.131
6.940,68.665
6.950,66.756
6.960,69.408
6.970,65.188
6.980,69.566
6.990,68.592
7.000,67.487
7.010,65.535
7.020,63.541
7.030,67.350
7.040,65.499
7.050,65.193
7.060,63.504
7.070,63.240
7.080,68.301
7.090,64.950
7.100,69.678
7.110,66.452
7.120,69.340
7.130,69.032
7.140,63.357
7.150,69.029
7.160,66.791
7.170,64.722
7.180,67.495
7.190,64.195
7.200,65.199
7.210,63.503
7.220,68.069
7.230,63.939
7.240,64.145
7.250,68.782
7.260,66.844
7.270,63.293
7.280,65.778
7.290,64.060
7.300,67.638
7.310,65.646
7.320,67.764
7.330,65.204
7.340,67.467
7.350,68.611
7.360,67.873
7.370,64.684
7.380,64.458
7.390,65.445
7.400,64.962
7.410,69.058
7.420,66.828
7.430,63.805
7.440,65.713
7.450,64.704
7.460,67.176
7.470,64.743
7.480,68.184
7.490,68.708
7.500,69.540
7.510,66.131
7.520,64.939
7.530,68.285
7.540,63.233
7.550,68.934
7.560,67.899
7.570,65.995
7.580,65.682
7.590,63.994
7.600,62.934
7.610,65.990
7.620,63.206
7.630,62.972
7.640,65.434
7.650,68.691
7.660,69.003
7.670,69.625
7.680,68.139
7.690,67.834
7.700,63.813
7.710,65.780
7.720,62.861
7.730,66.982
7.740,63.742
7.750,68.489
7.760,65.589
7.770,66.847
7.780,63.653
7.790,66.861
7.800,65.056
7.810,64.691
7.820,67.230
7.830,65.052
7.840,67.372
7.850,67.114
7.860,65.693
7.870,66.097
7.880,66.508
7.890,63.309
7.900,68.970
7.910,67.941
7.920,64.000
7.930,64.531
7.940,66.342
7.950,68.262
7.960,68.007
7.970,65.971
7.980,68.595
7.990,69.528
8.000,68.766
8.010,64.847
8.020,67.035
8.030,63.225
8.040,69.202
8.050,64.447
8.060,65.498
8.070,64.842
8.080,63.350
8.090,65.904
8.100,63.909
8.110,65.547
8.120,69.239
8.130,64.133
8.140,68.248
8.150,66.549
8.160,65.618
8.170,69.507
8.180,67.127
8.190,69.183
8.200,64.208
8.210,62.711
8.220,66.103
8.230,67.390
8.240,64.692
8.250,66.172
8.260,67.664
8.270,68.278
8.280,62.825
8.290,63.662
8.300,65.287
8.310,63.922
8.320,64.187
8.330,64.938
8.340,64.015
8.350,64.047
8.360,68.476
8.370,67.880
8.380,69.221
8.390,69.014
8.400,65.064
8.410,69.078
8.420,64.896
8.430,67.619
8.440,68.931
8.450,65.442
8.460,67.581
8.470,64.096
8.480,62.681
8.490,64.626
8.500,68.175
8.510,66.763
8.520,62.919
8.530,66.314
8.540,63.572
8.550,65.642
8.560,65.394
8.570,63.351
8.580,64.508
8.590,62.625
8.600,65.088
8.610,68.224
8.620,66.634
8.630,66.390
8.640,67.206
8.650,69.325
8.660,63.027
8.670,66.475
8.680,62.621
8.690,64.647
8.700,64.352
8.710,68.959
8.720,63.643
8.730,68.473
8.740,69.365
8.750,65.817
8.760,66.391
8.770,64.132
8.780,69.014
8.790,67.200
8.800,62.555
8.810,64.635
8.820,67.067
8.830,68.200
8.840,63.539
8.850,65.347
8.860,62.580
8.870,67.234
8.880,65.930
8.890,64.836
8.900,65.217
8.910,62.952
8.920,64.478
8.930,68.013
8.940,67.667
8.950,63.035
8.960,68.189
8.970,68.316
8.980,66.662
8.990,64.208
9.000,67.103
9.010,65.950
9.020,65.140
9.030,67.379
9.040,65.516
9.050,63.994
9.060,65.965
9.070,64.489
9.080,63.148
9.090,67.916
9.100,65.666
9.110,66.825
9.120,68.754
9.130,66.060
9.140,68.812
9.150,68.845
9.160,68.505
9.170,64.175
9.180,64.523
9.190,65.861
9.200,66.399
9.210,65.351
9.220,65.572
9.230,63.574
9.240,64.603
9.250,62.427
9.260,66.090
9.270,68.362
9.280,68.454
9.290,63.634
9.300,65.217
9.310,63.699
9.320,67.188
9.330,64.637
9.340,64.410
9.350,62.415
9.360,68.219
9.370,64.273
9.380,65.915
9.390,63.381
9.400,68.395
9.410,65.559
9.420,66.642
9.430,63.909
9.440,66.588
9.450,64.749
9.460,64.988
9.470,64.041
9.480,67.875
9.490,66.497
9.500,67.607
9.510,65.789
9.520,69.089
9.530,68.566
9.540,65.399
9.550,68.605
9.560,68.270
9.570,68.294
9.580,64.503
9.590,67.004
9.600,64.391
9.610,63.917
9.620,65.791
9.630,63.731
9.640,64.670
9.650,68.116
9.660,65.657
9.670,63.373
9.680,66.476
9.690,66.436
9.700,64.864
9.710,65.876
9.720,64.358
9.730,63.635
9.740,64.275
9.750,64.604
9.760,66.230
9.770,68.783
9.780,67.844
9.790,64.342
9.800,66.715
9.810,68.728
9.820,68.740
9.830,65.942
9.840,65.219
9.850,68.758
9.860,66.886
9.870,68.440
9.880,63.950
9.890,62.385
9.900,67.811
9.910,65.251
9.920,62.868
9.930,62.948
9.940,67.723
9.950,64.965
9.960,66.041
9.970,63.113
9.980,64.948
9.990,65.171
10.000,66.048
10.010,66.670
10.020,66.834
10.030,66.995
10.040,63.717
10.050,66.485
10.060,65.008
10.070,65.521
10.080,64.921
10.090,67.450
10.100,63.515
10.110,66.586
10.120,65.016
10.130,66.628
10.140,63.036
10.150,63.431
10.160,68.456
10.170,68.007
10.180,62.306
10.190,66.058
10.200,68.216
10.210,68.951
10.220,67.829
10.230,67.717
10.240,64.074
10.250,66.195
10.260,65.112
10.270,62.570
10.280,67.561
10.290,66.980
10.300,65.305
10.310,67.219
10.320,62.772
10.330,63.186
10.340,66.780
10.350,65.029
10.360,65.662
10.370,66.853
10.380,62.173
10.390,63.347
10.400,65.762
10.410,64.212
10.420,62.077
10.430,63.375
10.440,62.699
10.450,63.940
10.460,63.297
10.470,64.281
10.480,64.151
10.490,65.515
10.500,63.881
10.510,62.834
10.520,62.434
10.530,66.662
10.540,65.250
10.550,67.668
10.560,63.222
10.570,68.707
10.580,62.280
10.590,68.710
10.600,65.101
10.610,68.336
10.620,68.066
10.630,62.667
10.640,65.177
10.650,64.565
10.660,65.155
10.670,63.064
10.680,62.915
10.690,65.383
10.700,68.760
10.710,65.524
10.720,66.921
10.730,62.493
10.740,63.616
10.750,62.143
10.760,65.573
10.770,64.045
10.780,65.967
10.790,68.764
10.800,65.341
10.810,63.034
10.820,67.661
10.830,62.466
10.840,66.526
10.850,68.670
10.860,64.823
10.870,67.391
10.880,65.594
10.890,63.324
10.900,62.028
10.910,66.338
10.920,62.829
10.930,68.016
10.940,65.729
10.950,64.107
10.960,65.163
10.970,65.094
10.980,66.791
10.990,65.204
11.000,64.612
11.010,66.464
11.020,63.357
11.030,66.082
11.040,62.084
11.050,62.428
11.060,66.680
11.070,67.511
11.080,66.109
11.090,65.688
11.100,62.093
11.110,63.013
11.120,67.107
11.130,67.946
11.140,65.025
11.150,62.123
11.160,63.156
11.170,65.018
11.180,67.948
11.190,66.154
11.200,67.313
11.210,66.522
11.220,67.227
11.230,67.988
11.240,63.606
11.250,67.234
11.260,63.735
11.270,64.528
11.280,64.015
11.290,64.571
11.300,61.871
11.310,65.343
11.320,67.055
11.330,66.777
11.340,66.898
11.350,62.032
11.360,64.952
11.370,67.754
11.380,67.419
11.390,62.189
11.400,62.779
11.410,66.281
11.420,67.319
11.430,65.382
11.440,62.433
11.450,68.195
11.460,67.078
11.470,65.308
11.480,68.097
11.490,62.639
11.500,68.411
11.510,65.089
11.520,64.398
11.530,63.405
11.540,64.177
11.550,67.500
11.560,62.707
11.570,67.384
11.580,62.827
11.590,65.556
11.600,63.438
11.610,65.294
11.620,62.269
11.630,62.088
11.640,62.079
11.650,62.080
11.660,63.294
11.670,67.035
11.680,62.872
11.690,64.244
11.700,64.540
11.710,63.530
11.720,68.051
11.730,63.555
11.740,63.767
11.750,67.185
11.760,67.658
11.770,62.258
11.780,68.140
11.790,66.428
11.800,68.222
11.810,62.024
11.820,64.709
11.830,62.604
11.840,61.958
11.850,63.116
11.860,63.977
11.870,66.990
11.880,61.691
11.890,62.943
11.900,63.969
11.910,67.710
11.920,66.140
11.930,62.940
11.940,66.110
11.950,64.008
11.960,66.456
11.970,63.715
11.980,64.495
11.990,63.497
12.000,68.204
12.010,63.204
12.020,67.994
12.030,64.754
12.040,64.346
12.050,64.747
12.060,64.868
12.070,63.249
12.080,63.730
12.090,66.625
12.100,65.948
12.110,66.181
12.120,67.742
12.130,62.476
12.140,67.811
12.150,66.594
12.160,64.720
12.170,61.691
12.180,67.110
12.190,65.623
12.200,64.406
12.210,67.799
12.220,64.025
12.230,61.810
12.240,62.419
12.250,68.298
12.260,63.248
12.270,63.331
12.280,64.955
12.290,63.380
12.300,62.499
12.310,64.605
12.320,66.963
12.330,63.898
12.340,64.058
12.350,62.541
12.360,61.918
12.370,63.489
12.380,64.217
12.390,61.560
12.400,61.741
12.410,67.170
12.420,62.630
12.430,68.142
12.440,64.498
12.450,66.488
12.460,66.528
12.470,61.829
12.480,66.854
12.490,67.593
12.500,67.976
12.510,67.560
12.520,68.105
12.530,61.919
12.540,65.271
12.550,66.981
12.560,64.149
12.570,62.228
12.580,65.431
12.590,63.661
12.600,68.124
12.610,63.885
12.620,63.210
12.630,66.872
12.640,66.069
12.650,65.674
12.660,64.638
12.670,65.931
12.680,62.474
12.690,66.018
12.700,62.900
12.710,67.855
12.720,63.840
12.730,66.016
12.740,63.115
12.750,65.829
12.760,64.978
12.770,63.846
12.780,65.932
12.790,64.208
12.800,62.802
12.810,61.485
12.820,63.432
12.830,64.960
12.840,67.155
12.850,62.178
12.860,68.152
12.870,63.106
12.880,64.532
12.890,63.889
12.900,62.931
12.910,63.606
12.920,67.417
12.930,66.229
12.940,65.284
12.950,66.243
12.960,66.904
12.970,66.024
12.980,65.620
12.990,66.512
13.000,67.130
13.010,65.389
13.020,64.003
13.030,61.438
13.040,66.574
13.050,61.695
13.060,62.008
13.070,64.439
13.080,65.186
13.090,62.762
13.100,66.992
13.110,65.392
13.120,64.739
13.130,62.272
13.140,65.513
13.150,62.095
13.160,64.307
13.170,67.360
13.180,62.380
13.190,67.603
13.200,62.233
13.210,66.604
13.220,63.514
13.230,65.644
13.240,66.409
13.250,67.547
13.260,61.403
13.270,67.184
13.280,62.079
13.290,65.621
13.300,62.171
13.310,62.914
13.320,63.295
13.330,65.317
13.340,64.716
13.350,67.470
13.360,65.719
13.370,67.637
13.380,66.075
13.390,64.681
13.400,67.150
13.410,65.552
13.420,64.617
13.430,62.425
13.440,66.097
13.450,66.479
13.460,65.355
13.470,66.970
13.480,65.660
13.490,65.199
13.500,68.020
13.510,63.594
13.520,64.482
13.530,65.873
13.540,65.829
13.550,61.496
13.560,63.066
13.570,65.686
13.580,63.663
13.590,63.793
13.600,62.100
13.610,61.224
13.620,67.151
13.630,64.416
13.640,61.860
13.650,67.265
13.660,67.177
13.670,65.973
13.680,65.092
13.690,62.890
13.700,65.152
13.710,67.832
13.720,65.050
13.730,65.684
13.740,66.365
13.750,67.557
13.760,61.474
13.770,64.607
13.780,67.276
13.790,62.933
13.800,67.823
13.810,64.585
13.820,67.173
13.830,66.841
13.840,61.976
13.850,64.579
13.860,67.174
13.870,63.314
13.880,64.877
13.890,67.400
13.900,65.283
13.910,64.347
13.920,67.887
13.930,65.009
13.940,61.153
13.950,64.924
13.960,63.851
13.970,62.060
13.980,66.759
13.990,65.386
14.000,67.042
14.010,64.021
14.020,62.021
14.030,64.849
14.040,61.360
14.050,65.016
14.060,62.120
14.070,66.624
14.080,61.916
14.090,63.144
14.100,63.525
14.110,63.157
14.120,62.369
14.130,65.493
14.140,67.812
14.150,63.309
14.160,61.219
14.170,67.559
14.180,61.550
14.190,66.116
14.200,63.127
14.210,64.019
14.220,61.717
14.230,66.906
14.240,62.508
14.250,65.891
14.260,62.963
14.270,65.682
14.280,65.034
14.290,62.366
14.300,64.940
14.310,67.608
14.320,64.502
14.330,62.995
14.340,66.791
14.350,61.352
14.360,61.049
14.370,61.779
14.380,64.875
14.390,62.280
14.400,65.101
14.410,64.052
14.420,67.033
14.430,65.502
14.440,62.623
14.450,64.143
14.460,63.067
14.470,66.305
14.480,67.562
14.490,64.206
14.500,64.009
14.510,64.665
14.520,63.536
14.530,63.456
14.540,62.524
14.550,63.698
14.560,66.255
14.570,66.837
14.580,67.165
14.590,62.369
14.600,61.924
14.610,66.525
14.620,64.218
14.630,67.112
14.640,66.868
14.650,62.383
14.660,65.507
14.670,61.956
14.680,64.030
14.690,63.184
14.700,61.184
14.710,60.916
14.720,62.696
14.730,65.898
14.740,66.259
14.750,67.021
14.760,66.937
14.770,66.450
14.780,67.549
14.790,61.054
14.800,66.640
14.810,62.959
14.820,63.814
14.830,61.662
14.840,67.135
14.850,67.215
14.860,61.763
14.870,65.354
14.880,63.664
14.890,62.739
14.900,63.983
14.910,65.852
14.920,66.127
14.930,62.350
14.940,63.060
14.950,65.573
14.960,64.417
14.970,62.590
14.980,61.529
14.990,63.708
15.000,62.418
15.010,67.448
15.020,68.604
15.030,69.642
15.040,72.633
15.050,69.149
15.060,73.519
15.070,72.546
15.080,77.052
15.090,78.277
15.100,78.270
15.110,79.618
15.120,82.471
15.130,82.885
15.140,87.276
15.150,85.771
15.160,91.081
15.170,86.240
15.180,90.372
15.190,94.084
15.200,96.155
15.210,95.409
15.220,95.187
15.230,101.653
15.240,99.424
15.250,103.586
15.260,103.641
15.270,103.119
15.280,104.073
15.290,107.101
15.300,107.979
15.310,108.668
15.320,114.761
15.330,115.932
15.340,118.082
15.350,113.964
15.360,116.577
15.370,120.163
15.380,121.916
15.390,121.079
15.400,124.737
15.410,125.775
15.420,123.527
15.430,127.278
15.440,126.741
15.450,131.571
15.460,132.400
15.470,136.015
15.480,135.962
15.490,139.309
15.500,141.249
15.510,139.587
15.520,141.713
15.530,144.725
15.540,141.979
15.550,144.752
15.560,150.372
15.570,145.941
15.580,150.309
15.590,151.618
15.600,150.710
15.610,153.729
15.620,157.542
15.630,154.976
15.640,160.730
15.650,160.304
15.660,164.146
15.670,164.435
15.680,162.497
15.690,169.633
15.700,171.846
15.710,171.666
15.720,174.633
15.730,174.721
15.740,175.475
15.750,176.244
15.760,178.192
15.770,176.044
15.780,181.931
15.790,183.548
15.800,186.401
15.810,184.202
15.820,189.187
15.830,185.025
15.840,186.185
15.850,188.122
15.860,192.651
15.870,194.948
15.880,194.657
15.890,194.509
15.900,197.744
15.910,200.560
15.920,203.977
15.930,203.694
15.940,203.772
15.950,203.002
15.960,210.225
15.970,205.462
15.980,212.593
15.990,214.290
16.000,209.836
16.010,213.633
16.020,214.536
16.030,211.782
16.040,210.994
16.050,213.027
16.060,216.101
16.070,212.383
16.080,211.714
16.090,213.896
16.100,215.144
16.110,213.876
16.120,215.135
16.130,216.215
16.140,212.226
16.150,214.102
16.160,212.858
16.170,215.491
16.180,210.366
16.190,214.852
16.200,214.737
16.210,215.339
16.220,211.023
16.230,212.375
16.240,211.560
16.250,210.939
16.260,212.825
16.270,209.662
16.280,210.875
16.290,211.822
16.300,214.769
16.310,211.606
16.320,212.448
16.330,209.720
16.340,213.609
16.350,213.473
16.360,214.975
16.370,210.804
16.380,211.443
16.390,214.529
16.400,215.452
16.410,213.069
16.420,209.899
16.430,212.692
16.440,214.525
16.450,215.621
16.460,214.509
16.470,213.850
16.480,212.200
16.490,215.003
16.500,210.536
16.510,210.966
16.520,215.591
16.530,209.630
16.540,215.592
16.550,214.484
16.560,212.832
16.570,210.356
16.580,211.274
16.590,210.668
16.600,213.069
16.610,211.268
16.620,212.069
16.630,214.019
16.640,209.572
16.650,210.301
16.660,211.602
16.670,209.469
16.680,215.410
16.690,215.707
16.700,211.006
16.710,210.665
16.720,209.062
16.730,214.812
16.740,214.911
16.750,213.725
16.760,209.122
16.770,210.094
16.780,211.498
16.790,212.513
16.800,209.723
16.810,211.349
16.820,212.069
16.830,214.612
16.840,212.473
16.850,213.237
16.860,211.034
16.870,213.954
16.880,212.564
16.890,214.408
16.900,212.355
16.910,209.303
16.920,213.574
16.930,211.084
16.940,214.896
16.950,214.499
16.960,212.942
16.970,211.715
16.980,210.764
16.990,209.580
17.000,61.748
17.010,66.879
17.020,65.325
17.030,63.912
17.040,62.070
17.050,63.653
17.060,65.193
17.070,62.433
17.080,60.692
17.090,65.334
17.100,61.040
17.110,66.082
17.120,60.243
17.130,63.221
17.140,63.133
17.150,60.862
17.160,66.850
17.170,66.691
17.180,64.104
17.190,61.876
17.200,64.864
17.210,60.445
17.220,65.846
17.230,62.931
17.240,64.014
17.250,65.003
17.260,64.404
17.270,62.776
17.280,60.602
17.290,64.872
17.300,66.327
17.310,66.076
17.320,63.567
17.330,61.995
17.340,64.828
17.350,64.507
17.360,61.478
17.370,62.210
17.380,64.389
17.390,65.584
17.400,66.581
17.410,61.051
17.420,63.267
17.430,65.375
17.440,62.980
17.450,60.344
17.460,66.015
17.470,60.837
