t_s,envelope_uV
1.460,69.4022
1.470,58.7814
1.480,61.8792
1.490,69.6589
1.500,59.4979
1.510,61.1780
1.520,64.9484
1.530,67.0716
1.540,59.6928
1.550,70.3807
1.560,60.2079
1.570,67.2379
1.580,66.2051
1.590,72.1876
1.600,62.2744
1.610,61.2048
1.620,69.4483
1.630,65.3618
1.640,69.3392
1.650,62.9228
1.660,64.6001
1.670,62.4571
1.680,71.7600
1.690,69.9653
1.700,65.6501
1.710,62.6498
1.720,65.8987
1.730,64.1741
1.740,66.1019
1.750,70.9461
1.760,63.1687
1.770,71.1304
1.780,64.8656
1.790,71.6141
1.800,72.4347
1.810,74.4724
1.820,63.3647
1.830,71.8922
1.840,73.1061
1.850,73.8040
1.860,73.1484
1.870,65.5538
1.880,70.8491
1.890,67.8807
1.900,66.4712
1.910,64.4933
1.920,68.1779
1.930,67.2272
1.940,62.8620
1.950,66.6258
1.960,70.4525
1.970,62.5578
1.980,72.7374
1.990,63.3471
2.000,66.7508
2.010,61.7435
2.020,67.7752
2.030,64.4688
2.040,60.0563
2.050,69.2322
2.060,68.8697
2.070,71.0204
2.080,66.9468
2.090,59.0470
2.100,63.7315
2.110,62.9347
2.120,61.1478
2.130,69.9767
2.140,63.5903
2.150,57.9529
2.160,62.4763
2.170,63.7704
2.180,61.1313
2.190,56.6797
2.200,62.1557
2.210,56.5433
2.220,59.8296
2.230,62.3156
2.240,56.4514
2.250,61.8003
2.260,60.3447
2.270,64.0705
2.280,57.2221
2.290,55.2676
2.300,63.3811
2.310,58.9005
2.320,61.3385
2.330,53.8613
2.340,61.9111
2.350,64.2085
2.360,58.7619
2.370,65.1960
2.380,62.5312
2.390,60.8284
2.400,59.8466
2.410,61.5217
2.420,58.7636
2.430,63.9343
2.440,59.5130
2.450,54.7090
2.460,59.6933
2.470,59.8572
2.480,62.3529
2.490,61.7419
2.500,56.6867
2.510,63.9491
2.520,54.5970
2.530,63.1095
2.540,64.2773
2.550,55.3017
2.560,53.5278
2.570,64.5593
2.580,55.4461
2.590,59.6125
2.600,57.0069
2.610,63.1670
2.620,58.5666
2.630,59.2857
2.640,59.1410
2.650,60.5655
2.660,63.7140
2.670,65.5234
2.680,61.6652
2.690,61.3785
2.700,61.3652
2.710,60.4458
2.720,66.3504
2.730,55.6207
2.740,66.2228
2.750,66.2820
2.760,61.2009
2.770,62.3565
2.780,59.6409
2.790,65.8507
2.800,60.8839
2.810,65.8391
2.820,66.3679
2.830,59.9379
2.840,64.1174
2.850,63.3887
2.860,64.9543
2.870,70.1653
2.880,67.4266
2.890,62.7063
2.900,70.9050
2.910,68.9787
2.920,63.8692
2.930,64.3516
2.940,67.7473
2.950,61.3147
2.960,68.0551
2.970,67.0275
2.980,60.9857
2.990,62.7337
3.000,72.8398
3.010,67.3138
3.020,73.2064
3.030,62.5473
3.040,62.9776
3.050,69.6062
3.060,64.2085
3.070,61.8514
3.080,61.7089
3.090,68.8435
3.100,64.8337
3.110,73.8280
3.120,65.8819
3.130,73.1726
3.140,64.2420
3.150,73.0429
3.160,67.3431
3.170,65.3971
3.180,66.6481
3.190,62.7799
3.200,63.7421
3.210,64.9080
3.220,68.4137
3.230,71.7360
3.240,64.1563
3.250,63.8515
3.260,65.2109
3.270,72.2290
3.280,69.5947
3.290,71.8257
3.300,65.1061
3.310,74.3379
3.320,71.0577
3.330,66.8955
3.340,62.3147
3.350,66.4805
3.360,65.5391
3.370,66.4431
3.380,73.8355
3.390,67.6238
3.400,71.7389
3.410,62.6738
3.420,69.6690
3.430,68.6174
3.440,71.6034
3.450,65.1924
3.460,61.3219
3.470,61.0310
3.480,67.3762
3.490,70.1241
3.500,60.4639
3.510,68.4789
3.520,62.8318
3.530,61.2782
3.540,70.4110
3.550,65.1361
3.560,67.5528
3.570,58.2056
3.580,57.7903
3.590,61.1670
3.600,58.4668
3.610,68.2220
3.620,57.5308
3.630,60.7991
3.640,68.3871
3.650,64.6718
3.660,68.2058
3.670,56.8510
3.680,64.7089
3.690,56.2711
3.700,66.6390
3.710,58.4647
3.720,55.9720
3.730,63.5291
3.740,58.0024
3.750,56.9528
3.760,57.9259
3.770,60.1716
3.780,62.2183
3.790,63.1658
3.800,56.4783
3.810,58.7906
3.820,59.2670
3.830,64.9344
3.840,62.4057
3.850,64.0739
3.860,59.3079
3.870,61.7384
3.880,64.6118
3.890,64.1100
3.900,55.2116
3.910,61.2921
3.920,58.7778
3.930,54.6311
3.940,55.2477
3.950,56.9383
3.960,56.7464
3.970,65.0032
3.980,56.6816
3.990,61.1192
4.000,65.1567
4.010,57.5427
4.020,62.4328
4.030,61.8167
4.040,60.5664
4.050,63.4902
4.060,60.6111
4.070,61.7513
4.080,64.8766
4.090,57.8020
4.100,58.0960
4.110,65.7706
4.120,58.4528
4.130,64.3297
4.140,61.8532
4.150,61.6261
4.160,55.7609
4.170,58.4949
4.180,63.7985
4.190,62.6186
4.200,61.1342
4.210,59.8082
4.220,59.3882
4.230,59.8258
4.240,67.8256
4.250,59.0030
4.260,69.0072
4.270,60.1317
4.280,63.5681
4.290,68.5244
4.300,69.7211
4.310,68.0925
4.320,61.6337
4.330,62.6793
4.340,66.6722
4.350,68.2393
4.360,63.2434
4.370,67.1202
4.380,59.8174
4.390,65.7428
4.400,63.6428
4.410,70.1111
4.420,63.6800
4.430,62.1674
4.440,60.9909
4.450,68.4806
4.460,70.0665
4.470,70.8002
4.480,67.2561
4.490,62.0820
4.500,71.9449
4.510,73.4808
4.520,69.1296
4.530,64.4569
4.540,69.3015
4.550,66.6588
4.560,69.4975
4.570,68.7549
4.580,65.8089
4.590,72.6033
4.600,66.7511
4.610,67.2498
4.620,73.6955
4.630,73.1992
4.640,65.4629
4.650,68.1473
4.660,70.2171
4.670,68.3514
4.680,63.3789
4.690,70.3098
4.700,73.5070
4.710,73.2281
4.720,71.5189
4.730,72.3566
4.740,70.5483
4.750,70.0917
4.760,71.6305
4.770,72.8095
4.780,67.1696
4.790,65.3961
4.800,62.3663
4.810,62.7464
4.820,66.0115
4.830,69.1728
4.840,73.4613
4.850,61.7128
4.860,63.8550
4.870,70.9301
4.880,60.9604
4.890,71.1776
4.900,64.8109
4.910,64.8769
4.920,64.1939
4.930,62.8102
4.940,64.0107
4.950,63.7892
4.960,63.8195
4.970,66.6461
4.980,68.6307
4.990,65.7593
5.000,61.5570
5.010,67.8261
5.020,61.2052
5.030,67.4012
5.040,58.7245
5.050,58.9379
5.060,60.1970
5.070,66.6985
5.080,66.8576
5.090,57.7210
5.100,60.7012
5.110,58.6363
5.120,63.0380
5.130,67.0793
5.140,57.6739
5.150,58.0363
5.160,55.9411
5.170,66.6665
5.180,58.8832
5.190,62.1880
5.200,63.3526
5.210,65.8489
5.220,54.3716
5.230,60.0551
5.240,65.5049
5.250,64.2179
5.260,60.5580
5.270,61.3598
5.280,59.9244
5.290,55.2154
5.300,65.4444
5.310,60.4590
5.320,63.8376
5.330,55.7013
5.340,62.9622
5.350,61.8056
5.360,64.9182
5.370,60.7500
5.380,60.9431
5.390,62.8975
5.400,59.2145
5.410,58.0451
5.420,62.6052
5.430,65.8309
5.440,61.6416
5.450,59.8691
5.460,65.1161
5.470,58.4343
5.480,54.9394
5.490,65.6338
5.500,56.1935
5.510,56.5783
5.520,57.2736
5.530,58.6581
5.540,59.0131
5.550,59.4523
5.560,61.2218
5.570,61.0614
5.580,55.8371
5.590,61.5895
5.600,60.1711
5.610,66.3854
5.620,57.7273
5.630,59.1010
5.640,58.8013
5.650,58.8499
5.660,68.1799
5.670,63.0020
5.680,57.7080
5.690,66.0641
5.700,65.6829
5.710,66.9039
5.720,59.9365
5.730,63.9388
5.740,60.6332
5.750,67.7698
5.760,60.7945
5.770,61.8722
5.780,69.4199
5.790,67.6986
5.800,67.3845
5.810,63.9861
5.820,69.1885
5.830,62.2917
5.840,70.2646
5.850,65.6464
5.860,72.8177
5.870,71.9295
5.880,73.0290
5.890,71.4707
5.900,68.3861
5.910,74.1872
5.920,69.7587
5.930,68.1915
5.940,69.3341
5.950,68.9409
5.960,72.6187
5.970,65.1236
5.980,66.4733
5.990,65.0458
6.000,69.9545
6.010,64.0978
6.020,70.4273
6.030,71.6943
6.040,63.4224
6.050,73.0334
6.060,72.1682
6.070,71.8552
6.080,74.0630
6.090,67.7672
6.100,71.3401
6.110,66.5215
6.120,71.5773
6.130,75.3688
6.140,69.7316
6.150,72.3253
6.160,64.9108
6.170,66.3109
6.180,65.7427
6.190,65.7414
6.200,63.7037
6.210,63.9575
6.220,64.3022
6.230,66.8960
6.240,67.1008
6.250,69.9515
6.260,66.4108
6.270,62.7074
6.280,73.3899
6.290,70.9875
6.300,70.2193
6.310,73.2809
6.320,72.2963
6.330,63.2679
6.340,65.9086
6.350,66.1376
6.360,70.1154
6.370,68.0770
6.380,69.5222
6.390,67.6358
6.400,65.7260
6.410,64.4407
6.420,61.7135
6.430,66.4866
6.440,68.5524
6.450,65.1518
6.460,68.5594
6.470,58.2983
6.480,67.9614
6.490,65.5127
6.500,63.3585
6.510,68.7774
6.520,58.7054
6.530,65.6388
6.540,63.3919
6.550,67.1043
6.560,67.0752
6.570,59.5608
6.580,61.1107
6.590,60.8961
6.600,55.7502
6.610,58.7290
6.620,61.1161
6.630,57.1579
6.640,62.3396
6.650,62.8402
6.660,60.6460
6.670,61.0786
6.680,56.0329
6.690,58.5545
6.700,65.5972
6.710,63.6434
6.720,57.6092
6.730,57.3346
6.740,63.4307
6.750,62.2539
6.760,65.7817
6.770,53.6574
6.780,55.8745
6.790,64.2639
6.800,62.1437
6.810,56.0468
6.820,62.1741
6.830,63.4196
6.840,57.5528
6.850,56.2798
6.860,57.1800
6.870,57.8126
6.880,55.1424
6.890,62.1273
6.900,59.0299
6.910,57.2609
6.920,65.3829
6.930,61.8406
6.940,61.9988
6.950,56.6831
6.960,63.4974
6.970,65.5223
6.980,55.2509
6.990,66.3921
7.000,58.1936
7.010,65.5752
7.020,66.0507
7.030,57.7694
7.040,64.2397
7.050,68.2234
7.060,62.3879
7.070,62.7125
7.080,59.5522
7.090,57.7183
7.100,57.7575
7.110,58.7883
7.120,66.3261
7.130,60.9676
7.140,64.9710
7.150,65.6940
7.160,70.5375
7.170,62.0454
7.180,61.9962
7.190,63.3441
7.200,70.7616
7.210,63.3052
7.220,65.7128
7.230,63.7236
7.240,68.2678
7.250,65.6824
7.260,65.9062
7.270,67.7090
7.280,69.2627
7.290,62.4064
7.300,64.1023
7.310,72.6461
7.320,64.2756
7.330,73.0942
7.340,64.9946
7.350,70.9604
7.360,63.4858
7.370,64.3341
7.380,64.2678
7.390,64.7179
7.400,72.2133
7.410,75.1698
7.420,72.4951
7.430,71.8834
7.440,67.5062
7.450,66.7680
7.460,73.8451
7.470,65.8171
7.480,68.1937
7.490,70.5235
7.500,71.8538
7.510,75.0978
7.520,64.1378
7.530,73.3125
7.540,66.0893
7.550,65.4807
7.560,64.2078
7.570,72.3518
7.580,75.4166
7.590,67.6095
7.600,69.5985
7.610,75.3305
7.620,72.1886
7.630,63.2184
7.640,73.6764
7.650,73.1773
7.660,72.0905
7.670,67.5959
7.680,74.6254
7.690,67.9843
7.700,68.1015
7.710,69.7174
7.720,71.9921
7.730,69.2469
7.740,61.0451
7.750,71.4186
7.760,69.2256
7.770,70.3792
7.780,62.3046
7.790,70.8416
7.800,62.6876
7.810,65.6092
7.820,71.0464
7.830,71.0758
7.840,64.7418
7.850,68.1290
7.860,67.3029
7.870,61.2329
7.880,59.8261
7.890,61.4443
7.900,66.2827
7.910,61.3191
7.920,61.3347
7.930,64.1913
7.940,60.0364
7.950,59.9945
7.960,68.7270
7.970,64.5164
7.980,61.9398
7.990,64.5681
8.000,67.6682
8.010,64.3416
8.020,57.4591
8.030,61.8958
8.040,62.7323
8.050,64.3642
8.060,55.9678
8.070,65.7921
8.080,54.6724
8.090,65.0164
8.100,56.6792
8.110,65.0315
8.120,58.3213
8.130,57.1915
8.140,64.8999
8.150,64.0592
8.160,54.6429
8.170,58.4629
8.180,54.1679
8.190,63.2325
8.200,54.8878
8.210,56.0603
8.220,60.8518
8.230,57.3829
8.240,56.0710
8.250,62.6458
8.260,65.6168
8.270,61.4363
8.280,61.5268
8.290,57.4491
8.300,54.7887
8.310,60.3233
8.320,62.6543
8.330,62.9016
8.340,56.7322
8.350,65.2664
8.360,59.9908
8.370,66.5346
8.380,61.0450
8.390,63.6048
8.400,65.1625
8.410,59.8018
8.420,56.4826
8.430,58.1710
8.440,62.3663
8.450,57.4368
8.460,60.5570
8.470,57.0154
8.480,60.5516
8.490,59.9105
8.500,58.2239
8.510,58.8325
8.520,68.6526
8.530,62.2730
8.540,65.1683
8.550,62.7069
8.560,62.0508
8.570,59.0798
8.580,68.7189
8.590,67.7866
8.600,70.4090
8.610,66.5324
8.620,65.3606
8.630,72.3057
8.640,65.4788
8.650,70.3101
8.660,67.7211
8.670,63.6758
8.680,70.6355
8.690,70.9756
8.700,62.5378
8.710,68.0157
8.720,67.7473
8.730,74.1649
8.740,73.2935
8.750,65.3691
8.760,74.8217
8.770,71.2935
8.780,68.6747
8.790,65.2130
8.800,72.6607
8.810,67.0695
8.820,67.0169
8.830,68.2173
8.840,68.7446
8.850,74.5791
8.860,75.3430
8.870,64.2325
8.880,68.3554
8.890,69.4061
8.900,71.4875
8.910,73.6956
8.920,75.1889
8.930,70.0076
8.940,75.7159
8.950,69.8468
8.960,72.8026
8.970,65.9643
8.980,69.3715
8.990,67.6072
9.000,72.8999
9.010,71.0788
9.020,72.0548
9.030,64.4250
9.040,73.7161
9.050,71.5113
9.060,68.1539
9.070,73.0839
9.080,74.3386
9.090,68.4416
9.100,64.7006
9.110,66.4436
9.120,73.9604
9.130,68.8832
9.140,73.8847
9.150,72.7160
9.160,67.5578
9.170,63.2567
9.180,72.7890
9.190,61.6218
9.200,64.3786
9.210,68.3563
9.220,71.3338
9.230,64.6904
9.240,64.7688
9.250,71.3017
9.260,62.7596
9.270,68.4177
9.280,67.8709
9.290,60.3408
9.300,59.2467
9.310,60.3454
9.320,64.1551
9.330,61.8793
9.340,60.5549
9.350,63.2142
9.360,66.8067
9.370,63.8325
9.380,67.9869
9.390,66.2662
9.400,60.8752
9.410,58.3070
9.420,59.2847
9.430,56.8707
9.440,67.0587
9.450,61.3588
9.460,66.5385
9.470,62.3516
9.480,59.3657
9.490,59.0477
9.500,61.4547
9.510,59.6497
9.520,55.4012
9.530,60.2555
9.540,64.9881
9.550,54.6762
9.560,55.5358
9.570,57.0236
9.580,64.6064
9.590,59.5275
9.600,61.2912
9.610,56.8154
9.620,58.0142
9.630,66.0670
9.640,59.1752
9.650,62.2773
9.660,65.9996
9.670,59.7138
9.680,55.9086
9.690,60.1722
9.700,61.4877
9.710,63.3626
9.720,62.8718
9.730,62.0627
9.740,57.0254
9.750,54.7644
9.760,65.8648
9.770,57.6129
9.780,64.5328
9.790,63.4000
9.800,62.7500
9.810,60.6252
9.820,61.3409
9.830,63.7334
9.840,56.2498
9.850,59.1691
9.860,58.5090
9.870,65.2114
9.880,60.0209
9.890,66.5185
9.900,67.0848
9.910,57.6722
9.920,65.8257
9.930,62.8078
9.940,61.0827
9.950,60.8037
9.960,66.9627
9.970,64.0260
9.980,60.9640
9.990,67.1742
10.000,65.3698
10.010,66.7529
10.020,69.2247
10.030,69.7980
10.040,60.8845
10.050,62.3514
10.060,71.7411
10.070,72.7290
10.080,72.0893
10.090,61.4340
10.100,63.1536
10.110,64.9007
10.120,63.9125
10.130,65.0659
10.140,63.4855
10.150,72.0625
10.160,72.5787
10.170,65.9324
10.180,72.9229
10.190,75.3101
10.200,66.6562
10.210,64.9759
10.220,73.1783
10.230,68.7935
10.240,66.5397
10.250,65.2267
10.260,70.3285
10.270,66.2606
10.280,75.0893
10.290,68.8862
10.300,71.4477
10.310,72.5076
10.320,74.4919
10.330,66.2070
10.340,71.7467
10.350,66.1403
10.360,71.6016
10.370,72.1279
10.380,68.1727
10.390,74.5402
10.400,71.4289
10.410,64.0989
10.420,73.2688
10.430,76.5669
10.440,70.9990
10.450,72.4372
10.460,69.4644
10.470,74.1056
10.480,65.0528
10.490,73.3150
10.500,73.7540
10.510,68.2538
10.520,65.0000
10.530,72.0225
10.540,67.4019
10.550,73.4240
10.560,67.7177
10.570,72.1018
10.580,62.9199
10.590,67.3795
10.600,66.4679
10.610,67.4695
10.620,62.1941
10.630,61.4891
10.640,67.8639
10.650,62.9704
10.660,70.2682
10.670,67.4827
10.680,69.3836
10.690,63.3797
10.700,66.4801
10.710,71.7462
10.720,68.8771
10.730,66.8059
10.740,64.4762
10.750,63.7063
10.760,68.1715
10.770,70.5450
10.780,60.4201
10.790,58.4579
10.800,68.8362
10.810,67.0605
10.820,59.8711
10.830,68.4906
10.840,61.5454
10.850,59.9455
10.860,64.7879
10.870,57.9698
10.880,59.5380
10.890,56.4058
10.900,64.9926
10.910,57.8117
10.920,63.8214
10.930,62.0376
10.940,57.4049
10.950,65.7724
10.960,57.0590
10.970,64.3763
10.980,66.2952
10.990,55.4620
11.000,54.7202
11.010,60.3026
11.020,63.5785
11.030,62.2548
11.040,56.3214
11.050,60.7243
11.060,63.8589
11.070,58.5680
11.080,55.0025
11.090,63.6017
11.100,65.8654
11.110,56.3381
11.120,60.0263
11.130,54.5862
11.140,64.1502
11.150,62.4782
11.160,61.3362
11.170,62.7110
11.180,56.2730
11.190,64.0842
11.200,56.6531
11.210,56.8655
11.220,57.1205
11.230,56.7249
11.240,65.5584
11.250,56.0038
11.260,56.7859
11.270,65.1455
11.280,60.8058
11.290,58.5855
11.300,66.9483
11.310,63.0714
11.320,63.6921
11.330,67.1239
11.340,67.5122
11.350,62.7218
11.360,62.0055
11.370,64.4602
11.380,62.9691
11.390,64.8903
11.400,61.9418
11.410,65.5713
11.420,68.5885
11.430,61.5756
11.440,70.7838
11.450,71.7171
11.460,68.5611
11.470,69.0297
11.480,62.6095
11.490,69.5275
11.500,68.2434
11.510,68.0746
11.520,66.8482
11.530,64.8784
11.540,67.1055
11.550,62.5673
11.560,64.9141
11.570,66.3200
11.580,68.9782
11.590,62.7993
11.600,63.5546
11.610,70.2614
11.620,67.9752
11.630,74.6799
11.640,66.7479
11.650,68.1809
11.660,66.3116
11.670,73.3309
11.680,72.2193
11.690,64.7976
11.700,65.2062
11.710,72.6581
11.720,67.5237
11.730,73.1349
11.740,75.9320
11.750,73.4863
11.760,69.7326
11.770,66.0334
11.780,74.9549
11.790,74.5245
11.800,65.2101
11.810,66.3904
11.820,76.2691
11.830,65.2488
11.840,64.8538
11.850,70.2679
11.860,73.0061
11.870,65.4796
11.880,65.1596
11.890,68.8148
11.900,69.8050
11.910,75.7969
11.920,64.9974
11.930,75.4130
11.940,72.1805
11.950,69.3166
11.960,68.8653
11.970,67.4352
11.980,75.2749
11.990,74.0093
12.000,66.6189
12.010,65.6856
12.020,72.6000
12.030,67.3082
12.040,73.1653
12.050,74.0464
12.060,66.7051
12.070,62.0903
12.080,64.0327
12.090,72.0297
12.100,69.8470
12.110,65.5987
12.120,63.2342
12.130,61.1628
12.140,72.2275
12.150,64.0624
12.160,64.1807
12.170,69.5697
12.180,60.2899
12.190,62.7046
12.200,65.2531
12.210,67.1544
12.220,59.4318
12.230,63.1152
12.240,65.9078
12.250,66.4502
12.260,67.6932
12.270,65.4748
12.280,66.9035
12.290,59.5949
12.300,56.9094
12.310,62.8291
12.320,61.5272
12.330,62.5699
12.340,63.9698
12.350,59.5103
12.360,61.5891
12.370,58.1118
12.380,61.8427
12.390,62.1103
12.400,61.3463
12.410,60.2175
12.420,66.2198
12.430,58.0970
12.440,59.8522
12.450,66.5958
12.460,65.7890
12.470,56.5652
12.480,58.1089
12.490,55.5020
12.500,57.6189
12.510,60.5069
12.520,56.0552
12.530,56.7998
12.540,67.0440
12.550,65.9411
12.560,56.5746
12.570,62.8396
12.580,59.5116
12.590,63.8313
12.600,56.6642
12.610,61.5642
12.620,62.0190
12.630,55.9792
12.640,60.3215
12.650,58.9419
12.660,56.9714
12.670,57.7850
12.680,63.8734
12.690,64.1023
12.700,67.0865
12.710,62.2148
12.720,59.9372
12.730,69.4850
12.740,59.2690
12.750,59.7335
12.760,63.4478
12.770,60.5802
12.780,62.0182
12.790,68.6426
12.800,59.7207
12.810,60.6688
12.820,60.1187
12.830,66.2913
12.840,62.0999
12.850,61.1816
12.860,64.5942
12.870,67.0072
12.880,68.2709
12.890,69.0375
12.900,71.0456
12.910,70.6870
12.920,66.8146
12.930,63.6020
12.940,67.9130
12.950,70.6850
12.960,66.3336
12.970,72.8316
12.980,69.3520
12.990,72.2998
13.000,67.6607
13.010,63.2923
13.020,74.8450
13.030,64.2380
13.040,70.8746
13.050,72.3045
13.060,65.0950
13.070,69.5423
13.080,64.2063
13.090,76.2186
13.100,72.4033
13.110,76.7668
13.120,69.7984
13.130,71.3201
13.140,73.1257
13.150,64.8106
13.160,67.8432
13.170,73.0188
13.180,74.3155
13.190,67.5881
13.200,71.9078
13.210,69.4483
13.220,75.2665
13.230,68.7240
13.240,69.6466
13.250,71.5509
13.260,66.8403
13.270,73.9626
13.280,69.8492
13.290,74.2028
13.300,65.0871
13.310,71.5476
13.320,76.8471
13.330,75.5985
13.340,64.2926
13.350,70.6700
13.360,64.4969
13.370,66.6158
13.380,66.0068
13.390,70.3754
13.400,64.8268
13.410,75.3819
13.420,63.7889
13.430,69.7298
13.440,67.6737
13.450,72.7954
13.460,67.8540
13.470,74.2259
13.480,63.1708
13.490,69.3703
13.500,66.0896
13.510,73.1604
13.520,61.1668
13.530,71.3840
13.540,66.1955
13.550,62.4149
13.560,72.3132
13.570,67.8435
13.580,64.3567
13.590,67.2429
13.600,60.8507
13.610,62.7390
13.620,62.2052
13.630,68.0603
13.640,60.2753
13.650,62.4879
13.660,59.0118
13.670,64.9489
13.680,64.8210
13.690,57.6590
13.700,68.2965
13.710,58.7802
13.720,68.4676
13.730,64.4159
13.740,67.4722
13.750,60.1700
13.760,56.7320
13.770,68.5685
13.780,56.4458
13.790,68.2681
13.800,65.1674
13.810,58.0030
13.820,61.8760
13.830,64.5164
13.840,63.9103
13.850,62.8437
13.860,57.6715
13.870,55.4041
13.880,55.8667
13.890,57.9561
13.900,57.4503
13.910,64.9770
13.920,61.5283
13.930,58.4423
13.940,65.2685
13.950,66.9027
13.960,57.0401
13.970,58.1807
13.980,58.0597
13.990,58.0155
14.000,60.9051
14.010,60.7938
14.020,58.9108
14.030,66.1633
14.040,57.8500
14.050,62.7496
14.060,64.5710
14.070,65.5832
14.080,62.4242
14.090,58.4730
14.100,67.3298
14.110,59.1678
14.120,64.9633
14.130,65.3126
14.140,65.0765
14.150,62.6406
14.160,58.7442
14.170,69.7048
14.180,60.0353
14.190,60.7795
14.200,62.3037
14.210,63.2943
14.220,64.3774
14.230,62.1925
14.240,70.6196
14.250,68.3445
14.260,71.9191
14.270,63.7228
14.280,70.8827
14.290,65.1554
14.300,68.8959
14.310,69.9360
14.320,62.1562
14.330,70.2144
14.340,64.6972
14.350,67.3691
14.360,64.2170
14.370,62.3994
14.380,74.1408
14.390,73.0929
14.400,74.8733
14.410,67.2166
14.420,67.3042
14.430,69.5072
14.440,68.3000
14.450,64.9069
14.460,75.1185
14.470,71.4136
14.480,65.8200
14.490,67.4096
14.500,69.8055
14.510,75.6738
14.520,76.1828
14.530,66.2804
14.540,76.9023
14.550,72.3582
14.560,73.0568
14.570,76.5107
14.580,68.6036
14.590,67.0559
14.600,69.8762
14.610,75.8547
14.620,70.4991
14.630,65.2515
14.640,71.2155
14.650,66.4726
14.660,73.6150
14.670,68.4827
14.680,65.7279
14.690,65.9380
14.700,76.1475
14.710,70.0394
14.720,67.4404
14.730,70.6596
14.740,66.1088
14.750,74.1508
14.760,67.5880
14.770,72.8250
14.780,64.6638
14.790,70.2615
14.800,74.3912
14.810,64.9157
14.820,70.2142
14.830,70.9333
14.840,75.1307
14.850,71.9406
14.860,64.4501
14.870,74.1940
14.880,68.2326
14.890,67.5439
14.900,70.6468
14.910,65.9108
14.920,65.2130
14.930,68.1170
14.940,62.3792
14.950,63.7807
14.960,66.4187
14.970,63.4433
14.980,64.5397
14.990,61.5030
15.000,70.7360
15.010,62.4836
15.020,65.0191
15.030,67.7271
15.040,76.1810
15.050,72.4766
15.060,69.7668
15.070,67.2593
15.080,80.3683
15.090,69.7423
15.100,75.0612
15.110,80.1950
15.120,76.1684
15.130,85.6797
15.140,80.6172
15.150,82.2250
15.160,83.5338
15.170,84.5017
15.180,88.7435
15.190,83.4300
15.200,81.3735
15.210,83.9717
15.220,92.8065
15.230,84.7527
15.240,90.9296
15.250,95.7820
15.260,94.2839
15.270,98.2006
15.280,93.0144
15.290,95.0619
15.300,94.3064
15.310,97.7826
15.320,94.4697
15.330,96.0229
15.340,99.1321
15.350,98.4903
15.360,104.0663
15.370,104.1530
15.380,99.2984
15.390,108.6738
15.400,111.7171
15.410,102.9939
15.420,107.0753
15.430,109.3877
15.440,111.2769
15.450,110.5129
15.460,107.0726
15.470,117.6945
15.480,111.7809
15.490,120.6011
15.500,114.0899
15.510,111.8237
15.520,121.6416
