t_s,force_N
5.550,65.193
5.560,65.243
5.570,67.217
5.580,63.376
5.590,67.317
5.600,68.493
5.610,64.071
5.620,68.249
5.630,65.539
5.640,68.873
5.650,67.995
5.660,67.337
5.670,66.202
5.680,67.522
5.690,65.710
5.700,64.090
5.710,67.533
5.720,63.996
5.730,65.971
5.740,69.663
5.750,68.445
5.760,69.274
5.770,63.600
5.780,67.221
5.790,66.747
5.800,67.589
5.810,67.374
5.820,66.135
5.830,69.196
5.840,66.416
5.850,67.963
5.860,69.844
5.870,69.072
5.880,64.144
5.890,69.080
5.900,66.785
5.910,69.860
5.920,66.771
5.930,66.989
5.940,64.308
5.950,66.213
5.960,68.643
5.970,67.709
5.980,68.842
5.990,64.961
6.000,67.202
6.010,66.489
6.020,66.476
6.030,67.509
6.040,68.623
6.050,64.645
6.060,67.918
6.070,67.447
6.080,67.818
6.090,64.719
6.100,68.954
6.110,65.217
6.120,63.708
6.130,68.959
6.140,63.238
6.150,68.484
6.160,65.424
6.170,68.072
6.180,68.344
6.190,69.813
6.200,69.485
6.210,66.685
6.220,67.393
6.230,67.304
6.240,64.691
6.250,66.603
6.260,69.229
6.270,64.927
6.280,66.414
6.290,63.218
6.300,65.836
6.310,64.223
6.320,68.375
6.330,65.952
6.340,64.092
6.350,68.238
6.360,68.932
6.370,65.137
6.380,67.670
6.390,68.224
6.400,63.924
6.410,66.916
6.420,68.688
6.430,69.535
6.440,64.774
6.450,66.485
6.460,66.115
6.470,65.609
6.480,68.867
6.490,67.463
6.500,64.483
6.510,69.428
6.520,69.201
6.530,65.981
6.540,63.264
6.550,66.233
6.560,64.755
6.570,64.451
6.580,68.249
6.590,68.718
6.600,66.281
6.610,69.367
6.620,64.859
6.630,67.553
6.640,65.642
6.650,63.328
6.660,68.112
6.670,62.982
6.680,63.002
6.690,66.594
6.700,64.084
6.710,63.359
6.720,69.467
6.730,63.105
6.740,63.843
6.750,63.428
6.760,63.829
6.770,68.753
6.780,65.894
6.790,65.025
6.800,66.952
6.810,66.078
6.820,67.165
6.830,64.442
6.840,66.593
6.850,69.096
6.860,63.454
6.870,68.397
6.880,64.240
6.890,63.220
6.900,66.488
6.910,67.485
6.920,67.289
6.930,67.520
6.940,68.246
6.950,66.489
6.960,68.425
6.970,66.206
6.980,65.706
6.990,65.084
7.000,66.920
7.010,69.281
7.020,66.691
7.030,65.612
7.040,68.050
7.050,64.891
7.060,68.545
7.070,69.185
7.080,69.059
7.090,66.678
7.100,65.826
7.110,64.706
7.120,67.821
7.130,66.875
7.140,67.845
7.150,63.724
7.160,68.962
7.170,62.838
7.180,68.827
7.190,68.691
7.200,65.121
7.210,64.171
7.220,68.008
7.230,66.786
7.240,66.623
7.250,69.066
7.260,63.397
7.270,66.266
7.280,66.794
7.290,67.010
7.300,67.658
7.310,64.559
7.320,67.092
7.330,68.757
7.340,64.303
7.350,65.449
7.360,62.812
7.370,67.125
7.380,69.163
7.390,68.552
7.400,69.006
7.410,64.283
7.420,64.310
7.430,65.275
7.440,64.923
7.450,62.909
7.460,68.098
7.470,68.986
7.480,64.134
7.490,67.603
7.500,68.483
7.510,69.462
7.520,68.162
7.530,68.274
7.540,68.596
7.550,63.941
7.560,66.385
7.570,68.351
7.580,63.899
7.590,64.363
7.600,65.339
7.610,66.106
7.620,66.163
7.630,66.486
7.640,65.423
7.650,64.708
7.660,63.698
7.670,64.803
7.680,66.092
7.690,64.830
7.700,64.044
7.710,64.991
7.720,66.455
7.730,67.094
7.740,65.392
7.750,65.708
7.760,65.193
7.770,64.684
7.780,67.693
7.790,63.039
7.800,68.390
7.810,63.643
7.820,64.998
7.830,65.730
7.840,65.311
7.850,69.206
7.860,67.024
7.870,68.510
7.880,68.428
7.890,64.082
7.900,67.206
7.910,66.684
7.920,66.884
7.930,68.821
7.940,67.971
7.950,66.727
7.960,68.353
7.970,65.337
7.980,68.173
7.990,67.454
8.000,67.107
8.010,63.824
8.020,69.258
8.030,65.634
8.040,67.659
8.050,64.118
8.060,63.901
8.070,66.011
8.080,64.988
8.090,66.208
8.100,64.422
8.110,68.416
8.120,65.526
8.130,69.056
8.140,67.648
8.150,68.638
8.160,68.389
8.170,67.604
8.180,66.183
8.190,63.521
8.200,64.889
8.210,67.478
8.220,66.193
8.230,66.982
8.240,67.959
8.250,65.068
8.260,67.987
8.270,66.023
8.280,66.177
8.290,63.282
8.300,69.109
8.310,68.532
8.320,66.273
8.330,66.773
8.340,67.567
8.350,64.199
8.360,64.387
8.370,64.951
8.380,67.670
8.390,67.728
8.400,67.105
8.410,65.999
8.420,68.787
8.430,67.092
8.440,66.080
8.450,69.152
8.460,67.379
8.470,67.778
8.480,66.316
8.490,69.172
8.500,62.865
8.510,63.632
8.520,69.156
8.530,62.500
8.540,65.644
8.550,64.922
8.560,65.214
8.570,68.383
8.580,69.189
8.590,62.850
8.600,64.705
8.610,62.683
8.620,63.452
8.630,65.526
8.640,66.742
8.650,66.358
8.660,63.092
8.670,64.540
8.680,66.081
8.690,64.195
8.700,67.064
8.710,68.622
8.720,68.540
8.730,65.683
8.740,64.814
8.750,62.693
8.760,65.443
8.770,64.047
8.780,67.344
8.790,66.939
8.800,67.853
8.810,63.030
8.820,64.031
8.830,68.818
8.840,67.470
8.850,62.750
8.860,69.058
8.870,65.201
8.880,68.543
8.890,65.032
8.900,68.960
8.910,63.753
8.920,66.281
8.930,64.283
8.940,68.131
8.950,65.365
8.960,62.381
8.970,64.951
8.980,69.076
8.990,62.399
9.000,67.021
9.010,63.051
9.020,68.587
9.030,65.663
9.040,65.293
9.050,67.273
9.060,65.887
9.070,68.826
9.080,66.469
9.090,67.875
9.100,65.958
9.110,67.660
9.120,68.529
9.130,68.460
9.140,68.948
9.150,67.983
9.160,62.852
9.170,66.586
9.180,63.933
9.190,67.423
9.200,67.531
9.210,68.103
9.220,67.096
9.230,66.972
9.240,66.912
9.250,67.001
9.260,62.636
9.270,62.919
9.280,65.916
9.290,65.522
9.300,68.456
9.310,67.200
9.320,68.851
9.330,64.006
9.340,64.455
9.350,65.072
9.360,62.768
9.370,62.408
9.380,63.937
9.390,68.543
9.400,67.905
9.410,63.640
9.420,65.588
9.430,65.000
9.440,68.533
9.450,64.024
9.460,63.017
9.470,62.680
9.480,64.667
9.490,62.462
9.500,66.244
9.510,68.051
9.520,62.463
9.530,65.170
9.540,66.231
9.550,65.938
9.560,63.279
9.570,63.554
9.580,66.426
9.590,63.315
9.600,68.307
9.610,63.014
9.620,66.626
9.630,66.250
9.640,68.473
9.650,64.786
9.660,68.702
9.670,66.089
9.680,68.918
9.690,64.781
9.700,66.457
9.710,66.985
9.720,64.332
9.730,68.123
9.740,65.020
9.750,64.702
9.760,62.518
9.770,62.912
9.780,62.997
9.790,67.913
9.800,67.432
9.810,63.892
9.820,65.966
9.830,64.757
9.840,63.594
9.850,67.893
9.860,63.333
9.870,62.615
9.880,65.825
9.890,67.176
9.900,63.539
9.910,66.621
9.920,66.961
9.930,63.628
9.940,66.252
9.950,67.583
9.960,66.985
9.970,68.704
9.980,63.596
9.990,63.393
10.000,66.177
10.010,66.374
10.020,62.632
10.030,68.246
10.040,65.554
10.050,66.185
10.060,68.266
10.070,65.067
10.080,67.912
10.090,65.410
10.100,66.689
10.110,67.932
10.120,64.859
10.130,68.767
10.140,68.266
10.150,65.743
10.160,62.964
10.170,64.537
10.180,68.018
10.190,64.052
10.200,65.871
10.210,63.411
10.220,65.466
10.230,65.521
10.240,64.771
10.250,63.195
10.260,67.343
10.270,65.138
10.280,68.715
10.290,67.710
10.300,65.422
10.310,67.693
10.320,68.106
10.330,66.278
10.340,64.206
10.350,67.958
10.360,62.608
10.370,63.797
10.380,61.996
10.390,66.435
10.400,63.879
10.410,62.015
10.420,64.150
10.430,64.475
10.440,64.557
10.450,66.319
10.460,67.450
10.470,65.474
10.480,62.631
10.490,62.661
10.500,66.982
10.510,67.837
10.520,64.782
10.530,68.068
10.540,62.229
10.550,65.368
10.560,65.593
10.570,63.788
10.580,62.524
10.590,63.417
10.600,66.989
10.610,63.935
10.620,62.334
10.630,66.110
10.640,68.387
10.650,65.203
10.660,64.130
10.670,66.719
10.680,64.463
10.690,67.961
10.700,67.765
10.710,67.991
10.720,64.117
10.730,64.911
10.740,61.946
10.750,68.224
10.760,64.884
10.770,61.927
10.780,62.538
10.790,66.732
10.800,63.637
10.810,64.520
10.820,64.367
10.830,66.268
10.840,62.657
10.850,64.089
10.860,64.044
10.870,68.517
10.880,68.207
10.890,66.684
10.900,63.048
10.910,64.882
10.920,67.043
10.930,65.864
10.940,67.455
10.950,65.948
10.960,65.053
10.970,67.551
10.980,65.951
10.990,62.784
11.000,63.135
11.010,66.604
11.020,63.597
11.030,65.581
11.040,67.203
11.050,64.802
11.060,68.410
11.070,64.343
11.080,66.700
11.090,61.803
11.100,66.414
11.110,66.068
11.120,68.061
11.130,66.164
11.140,63.659
11.150,63.397
11.160,62.935
11.170,65.817
11.180,66.881
11.190,65.627
11.200,64.704
11.210,66.366
11.220,66.397
11.230,63.294
11.240,66.272
11.250,65.274
11.260,64.560
11.270,62.294
11.280,65.866
11.290,68.271
11.300,65.635
11.310,66.703
11.320,63.102
11.330,62.272
11.340,61.964
11.350,65.666
11.360,62.729
11.370,64.926
11.380,65.006
11.390,67.513
11.400,67.796
11.410,62.987
11.420,63.877
11.430,68.500
11.440,66.421
11.450,64.808
11.460,66.873
11.470,67.053
11.480,64.938
11.490,64.915
11.500,62.623
11.510,63.977
11.520,63.361
11.530,63.227
11.540,64.802
11.550,61.966
11.560,62.457
11.570,67.512
11.580,68.391
11.590,67.752
11.600,63.839
11.610,66.932
11.620,67.218
11.630,66.606
11.640,62.588
11.650,62.102
11.660,66.780
11.670,63.013
11.680,65.113
11.690,68.397
11.700,66.359
11.710,64.351
11.720,64.851
11.730,66.216
11.740,66.696
11.750,62.533
11.760,65.074
11.770,64.999
11.780,62.347
11.790,65.623
11.800,63.697
11.810,66.985
11.820,65.429
11.830,66.482
11.840,66.239
11.850,68.244
11.860,63.858
11.870,67.187
11.880,67.221
11.890,66.702
11.900,64.061
11.910,64.157
11.920,68.137
11.930,63.917
11.940,63.969
11.950,66.877
11.960,65.171
11.970,65.346
11.980,61.944
11.990,68.234
12.000,66.646
12.010,66.042
12.020,64.123
12.030,61.627
12.040,65.006
12.050,65.005
12.060,68.329
12.070,64.286
12.080,64.914
12.090,62.384
12.100,63.138
12.110,65.860
12.120,65.878
12.130,64.214
12.140,63.970
12.150,66.858
12.160,61.879
12.170,64.385
12.180,66.663
12.190,64.042
12.200,63.569
12.210,63.136
12.220,64.309
12.230,67.633
12.240,66.504
12.250,62.925
12.260,65.005
12.270,62.827
12.280,64.041
12.290,62.826
12.300,64.846
12.310,63.576
12.320,64.520
12.330,68.131
12.340,67.158
12.350,68.049
12.360,65.836
12.370,63.514
12.380,66.324
12.390,61.926
12.400,66.857
12.410,65.440
12.420,64.535
12.430,63.215
12.440,66.907
12.450,65.424
12.460,64.060
12.470,64.677
12.480,64.001
12.490,64.070
12.500,67.336
12.510,62.805
12.520,65.098
12.530,65.186
12.540,66.172
12.550,66.641
12.560,67.652
12.570,64.729
12.580,66.786
12.590,62.434
12.600,64.222
12.610,61.426
12.620,67.205
12.630,67.356
12.640,62.128
12.650,66.563
12.660,67.389
12.670,64.147
12.680,67.526
12.690,67.703
12.700,62.790
12.710,62.261
12.720,63.807
12.730,62.644
12.740,64.112
12.750,65.868
12.760,63.676
12.770,67.334
12.780,63.247
12.790,62.793
12.800,65.474
12.810,64.231
12.820,61.388
12.830,67.426
12.840,67.571
12.850,67.933
12.860,67.083
12.870,64.735
12.880,65.772
12.890,66.506
12.900,65.649
12.910,63.954
12.920,64.746
12.930,67.392
12.940,61.600
12.950,66.477
12.960,64.151
12.970,65.875
12.980,64.098
12.990,67.814
13.000,64.775
13.010,61.569
13.020,61.937
13.030,61.593
13.040,61.914
13.050,63.511
13.060,63.823
13.070,62.593
13.080,65.610
13.090,66.098
13.100,67.846
13.110,62.966
13.120,63.059
13.130,64.538
13.140,64.393
13.150,63.472
13.160,67.513
13.170,66.752
13.180,66.724
13.190,65.211
13.200,63.038
13.210,67.996
13.220,64.908
13.230,63.606
13.240,66.047
13.250,67.343
13.260,64.270
13.270,62.316
13.280,61.827
13.290,67.130
13.300,63.691
13.310,63.280
13.320,65.153
13.330,66.723
13.340,66.002
13.350,61.498
13.360,64.416
13.370,67.665
13.380,66.164
13.390,65.458
13.400,65.852
13.410,62.537
13.420,62.189
13.430,66.682
13.440,63.142
13.450,61.707
13.460,67.337
13.470,63.509
13.480,62.055
13.490,66.885
13.500,63.207
13.510,64.500
13.520,67.405
13.530,61.916
13.540,63.373
13.550,65.378
13.560,63.967
13.570,67.008
13.580,67.249
13.590,67.012
13.600,67.312
13.610,66.880
13.620,64.089
13.630,65.403
13.640,67.241
13.650,67.198
13.660,62.598
13.670,64.528
13.680,61.717
13.690,61.805
13.700,61.943
13.710,66.952
13.720,64.458
13.730,67.234
13.740,65.032
13.750,67.128
13.760,64.105
13.770,62.973
13.780,62.599
13.790,61.989
13.800,67.204
13.810,62.289
13.820,62.807
13.830,66.892
13.840,62.100
13.850,63.630
13.860,61.746
13.870,61.878
13.880,62.295
13.890,64.663
13.900,66.174
13.910,61.376
13.920,64.682
13.930,66.608
13.940,65.748
13.950,64.485
13.960,62.028
13.970,67.009
13.980,64.241
13.990,65.141
14.000,62.373
14.010,65.533
14.020,66.781
14.030,61.950
14.040,66.953
14.050,61.926
14.060,62.128
14.070,64.389
14.080,63.437
14.090,67.488
14.100,64.257
14.110,65.179
14.120,63.109
14.130,67.312
14.140,65.261
14.150,62.643
14.160,66.979
14.170,64.993
14.180,62.468
14.190,63.818
14.200,62.653
14.210,67.516
14.220,64.107
14.230,63.379
14.240,65.319
14.250,63.152
14.260,64.506
14.270,67.274
14.280,64.061
14.290,61.783
14.300,61.369
14.310,63.131
14.320,65.654
14.330,61.468
14.340,66.623
14.350,67.708
14.360,65.787
14.370,66.173
14.380,62.146
14.390,66.015
14.400,63.406
14.410,62.201
14.420,64.091
14.430,61.766
14.440,64.979
14.450,67.676
14.460,66.883
14.470,65.297
14.480,63.360
14.490,65.306
14.500,63.084
14.510,67.178
14.520,63.216
14.530,66.043
14.540,66.758
14.550,63.310
14.560,63.736
14.570,67.630
14.580,67.162
14.590,64.366
14.600,61.926
14.610,61.012
14.620,66.876
14.630,63.779
14.640,61.340
14.650,63.581
14.660,65.181
14.670,64.265
14.680,66.811
14.690,65.728
14.700,63.990
14.710,64.320
14.720,61.003
14.730,66.277
14.740,67.311
14.750,65.973
14.760,65.496
14.770,67.561
14.780,62.115
14.790,63.111
14.800,64.266
14.810,64.870
14.820,66.862
14.830,63.220
14.840,66.544
14.850,64.424
14.860,61.441
14.870,65.037
14.880,66.250
14.890,66.993
14.900,64.460
14.910,62.090
14.920,64.155
14.930,61.549
14.940,61.897
14.950,65.924
14.960,61.947
14.970,66.242
14.980,63.205
14.990,63.842
15.000,64.861
15.010,67.425
15.020,66.053
15.030,72.081
15.040,69.788
15.050,73.900
15.060,75.550
15.070,73.425
15.080,72.862
15.090,78.063
15.100,80.706
15.110,77.846
15.120,82.599
15.130,82.774
15.140,81.819
15.150,88.302
15.160,86.846
15.170,89.735
15.180,89.349
15.190,95.067
15.200,95.153
15.210,96.674
15.220,98.643
15.230,101.354
15.240,101.114
15.250,100.549
15.260,104.880
15.270,107.216
15.280,105.584
15.290,104.160
15.300,112.222
15.310,110.516
15.320,112.801
15.330,113.107
15.340,114.944
15.350,116.748
15.360,116.233
15.370,122.024
15.380,117.698
15.390,125.779
15.400,123.914
15.410,128.068
15.420,128.550
15.430,130.258
15.440,131.102
15.450,129.928
15.460,132.061
15.470,134.955
15.480,138.080
15.490,137.194
15.500,141.674
15.510,142.634
15.520,142.275
15.530,142.660
15.540,146.286
15.550,147.123
15.560,147.501
15.570,148.931
15.580,148.569
15.590,150.788
15.600,152.000
15.610,157.448
15.620,158.124
15.630,157.138
15.640,159.483
15.650,159.911
15.660,164.408
15.670,161.098
15.680,165.533
15.690,166.077
15.700,165.326
15.710,172.253
15.720,169.975
15.730,172.236
15.740,177.825
15.750,174.992
15.760,176.896
15.770,178.086
15.780,182.287
15.790,180.599
15.800,183.001
15.810,185.897
15.820,185.409
15.830,186.490
15.840,191.274
15.850,191.908
15.860,192.535
15.870,192.922
15.880,193.898
15.890,199.913
15.900,198.803
15.910,198.791
15.920,198.902
15.930,204.794
15.940,201.350
15.950,204.391
15.960,208.723
15.970,210.504
15.980,210.213
15.990,212.487
16.000,214.657
16.010,210.245
16.020,212.858
16.030,212.083
16.040,216.115
16.050,210.386
16.060,211.978
16.070,210.128
16.080,214.491
16.090,216.453
16.100,215.441
16.110,215.081
16.120,213.222
16.130,215.057
16.140,214.744
16.150,211.961
16.160,210.638
16.170,213.661
16.180,212.216
16.190,211.772
16.200,216.126
16.210,210.419
16.220,209.782
16.230,213.382
16.240,213.760
16.250,211.689
16.260,213.617
16.270,213.627
16.280,213.671
16.290,211.929
16.300,213.844
16.310,214.579
16.320,209.997
16.330,214.377
16.340,211.342
16.350,212.850
16.360,209.797
16.370,215.812
16.380,209.745
16.390,215.449
16.400,215.890
16.410,210.179
16.420,213.929
16.430,214.567
16.440,214.999
16.450,214.538
16.460,211.470
16.470,212.431
16.480,209.582
16.490,213.554
16.500,215.873
16.510,210.556
16.520,211.268
16.530,214.350
16.540,215.538
16.550,215.598
16.560,211.443
16.570,216.079
16.580,215.852
16.590,212.312
16.600,210.864
16.610,209.736
16.620,212.948
16.630,211.365
16.640,209.417
16.650,215.975
16.660,211.515
16.670,213.272
16.680,211.218
16.690,213.060
16.700,211.909
16.710,213.864
16.720,209.703
16.730,213.078
16.740,215.169
16.750,213.694
16.760,211.225
16.770,213.571
16.780,209.406
16.790,213.252
16.800,214.633
16.810,211.196
16.820,212.198
16.830,210.642
16.840,212.179
16.850,213.791
16.860,211.558
16.870,214.269
16.880,212.165
16.890,209.755
16.900,211.861
16.910,213.966
16.920,213.955
16.930,211.043
16.940,211.018
16.950,209.802
16.960,214.086
16.970,212.925
16.980,212.339
16.990,212.929
17.000,66.561
17.010,60.340
17.020,66.979
17.030,65.322
17.040,66.009
17.050,61.166
17.060,62.145
17.070,62.263
17.080,62.554
17.090,65.921
17.100,65.806
17.110,66.721
17.120,65.016
17.130,66.514
17.140,66.660
17.150,63.393
17.160,60.445
17.170,61.096
17.180,65.366
17.190,62.944
17.200,63.236
17.210,63.704
17.220,65.296
17.230,65.929
17.240,62.075
17.250,61.654
17.260,64.637
17.270,61.399
17.280,62.801
17.290,62.802
17.300,62.911
17.310,62.829
17.320,62.470
17.330,66.521
17.340,64.078
17.350,66.577
17.360,66.175
17.370,62.686
17.380,65.696
17.390,60.812
17.400,62.138
17.410,63.303
17.420,61.235
17.430,66.856
17.440,65.386
17.450,63.660
17.460,61.683
17.470,61.851
