t_s,force_N
4.800,93.527
4.810,86.487
4.820,90.025
4.830,93.265
4.840,88.559
4.850,87.283
4.860,92.866
4.870,86.117
4.880,88.951
4.890,92.707
4.900,90.201
4.910,92.934
4.920,88.040
4.930,89.112
4.940,92.090
4.950,90.116
4.960,91.428
4.970,91.698
4.980,85.538
4.990,94.010
5.000,87.591
5.010,86.529
5.020,93.115
5.030,93.853
5.040,89.097
5.050,92.977
5.060,90.016
5.070,89.628
5.080,86.087
5.090,86.465
5.100,87.689
5.110,91.320
5.120,92.291
5.130,93.246
5.140,89.057
5.150,93.259
5.160,90.263
5.170,89.117
5.180,90.069
5.190,88.291
5.200,86.241
5.210,91.739
5.220,90.529
5.230,85.485
5.240,87.464
5.250,90.501
5.260,91.025
5.270,89.881
5.280,93.466
5.290,91.582
5.300,93.203
5.310,91.627
5.320,92.853
5.330,87.022
5.340,92.583
5.350,91.470
5.360,92.439
5.370,89.902
5.380,93.510
5.390,87.076
5.400,85.709
5.410,86.492
5.420,91.945
5.430,88.647
5.440,90.370
5.450,86.127
5.460,92.169
5.470,90.379
5.480,85.485
5.490,93.708
5.500,91.281
5.510,88.630
5.520,86.042
5.530,90.834
5.540,90.258
5.550,87.303
5.560,87.173
5.570,89.945
5.580,88.004
5.590,87.294
5.600,90.490
5.610,91.958
5.620,92.833
5.630,93.948
5.640,93.090
5.650,85.342
5.660,90.014
5.670,91.142
5.680,87.796
5.690,90.092
5.700,90.936
5.710,86.550
5.720,91.002
5.730,92.874
5.740,86.722
5.750,88.959
5.760,85.582
5.770,91.472
5.780,94.140
5.790,93.333
5.800,91.258
5.810,92.344
5.820,86.170
5.830,93.058
5.840,87.407
5.850,88.679
5.860,93.053
5.870,90.526
5.880,88.506
5.890,92.764
5.900,85.707
5.910,89.254
5.920,85.583
5.930,93.607
5.940,93.988
5.950,85.091
5.960,90.435
5.970,85.688
5.980,90.551
5.990,87.566
6.000,84.994
6.010,89.761
6.020,87.029
6.030,87.004
6.040,90.091
6.050,85.132
6.060,85.390
6.070,85.443
6.080,89.767
6.090,93.031
6.100,90.044
6.110,92.089
6.120,86.034
6.130,87.396
6.140,92.021
6.150,88.296
6.160,88.676
6.170,92.233
6.180,91.323
6.190,92.240
6.200,86.234
6.210,89.250
6.220,89.870
6.230,88.772
6.240,88.301
6.250,88.795
6.260,88.648
6.270,93.810
6.280,87.187
6.290,91.101
6.300,91.063
6.310,87.708
6.320,85.203
6.330,93.685
6.340,93.772
6.350,87.083
6.360,92.579
6.370,85.312
6.380,91.594
6.390,86.703
6.400,86.316
6.410,93.688
6.420,93.232
6.430,91.076
6.440,86.741
6.450,91.340
6.460,85.154
6.470,86.457
6.480,93.067
6.490,89.739
6.500,84.788
6.510,89.926
6.520,86.603
6.530,90.223
6.540,93.128
6.550,85.013
6.560,90.778
6.570,88.447
6.580,90.326
6.590,93.458
6.600,84.532
6.610,91.571
6.620,87.502
6.630,86.510
6.640,88.747
6.650,91.835
6.660,88.191
6.670,87.597
6.680,89.348
6.690,88.314
6.700,91.030
6.710,90.184
6.720,85.313
6.730,86.711
6.740,91.139
6.750,93.074
6.760,88.245
6.770,90.140
6.780,89.818
6.790,90.582
6.800,85.783
6.810,91.104
6.820,90.672
6.830,90.355
6.840,84.490
6.850,92.202
6.860,92.916
6.870,86.841
6.880,93.030
6.890,91.671
6.900,93.543
6.910,89.210
6.920,85.204
6.930,91.075
6.940,91.372
6.950,92.426
6.960,91.023
6.970,91.497
6.980,91.017
6.990,91.662
7.000,89.469
7.010,92.759
7.020,92.936
7.030,87.361
7.040,89.492
7.050,92.913
7.060,87.448
7.070,90.312
7.080,92.770
7.090,89.972
7.100,90.697
7.110,90.192
7.120,92.321
7.130,84.883
7.140,92.445
7.150,86.724
7.160,88.859
7.170,84.358
7.180,91.464
7.190,90.927
7.200,90.280
7.210,87.018
7.220,92.908
7.230,89.387
7.240,85.988
7.250,93.248
7.260,85.629
7.270,84.475
7.280,92.431
7.290,92.366
7.300,86.879
7.310,85.083
7.320,91.044
7.330,85.194
7.340,93.077
7.350,90.420
7.360,84.767
7.370,90.812
7.380,86.872
7.390,84.167
7.400,92.501
7.410,87.375
7.420,92.901
7.430,92.548
7.440,88.923
7.450,91.406
7.460,88.531
7.470,91.004
7.480,91.751
7.490,93.169
7.500,92.951
7.510,86.884
7.520,89.942
7.530,89.759
7.540,89.971
7.550,90.826
7.560,89.170
7.570,86.005
7.580,92.214
7.590,90.841
7.600,88.576
7.610,86.751
7.620,84.173
7.630,84.607
7.640,84.553
7.650,85.460
7.660,89.097
7.670,88.094
7.680,84.005
7.690,91.350
7.700,90.743
7.710,88.270
7.720,86.613
7.730,85.967
7.740,87.847
7.750,83.956
7.760,90.442
7.770,84.579
7.780,84.491
7.790,91.452
7.800,86.215
7.810,88.798
7.820,84.847
7.830,85.048
7.840,89.792
7.850,91.506
7.860,89.062
7.870,83.967
7.880,91.560
7.890,90.140
7.900,90.265
7.910,86.811
7.920,83.992
7.930,91.922
7.940,91.699
7.950,87.029
7.960,84.048
7.970,86.848
7.980,84.653
7.990,87.949
8.000,87.960
8.010,86.524
8.020,85.333
8.030,89.315
8.040,86.557
8.050,86.560
8.060,92.447
8.070,85.937
8.080,92.429
8.090,91.869
8.100,87.797
8.110,84.116
8.120,87.146
8.130,85.957
8.140,87.515
8.150,90.217
8.160,92.230
8.170,85.619
8.180,84.527
8.190,85.324
8.200,91.199
8.210,91.946
8.220,84.973
8.230,85.254
8.240,92.145
8.250,91.536
8.260,85.838
8.270,91.010
8.280,86.885
8.290,88.943
8.300,84.403
8.310,87.261
8.320,87.333
8.330,85.781
8.340,84.191
8.350,88.870
8.360,89.432
8.370,85.793
8.380,88.542
8.390,90.332
8.400,89.986
8.410,84.787
8.420,88.926
8.430,85.946
8.440,83.707
8.450,86.510
8.460,85.831
8.470,89.427
8.480,89.058
8.490,84.844
8.500,90.567
8.510,92.714
8.520,86.967
8.530,85.660
8.540,85.744
8.550,91.736
8.560,87.329
8.570,86.692
8.580,84.357
8.590,90.820
8.600,91.896
8.610,87.975
8.620,83.850
8.630,87.928
8.640,84.254
8.650,84.535
8.660,85.427
8.670,83.671
8.680,91.369
8.690,92.343
8.700,88.416
8.710,83.630
8.720,90.188
8.730,88.942
8.740,86.382
8.750,84.863
8.760,87.897
8.770,85.598
8.780,91.598
8.790,86.028
8.800,88.750
8.810,86.595
8.820,85.430
8.830,92.141
8.840,91.783
8.850,84.100
8.860,88.343
8.870,92.555
8.880,86.229
8.890,90.017
8.900,87.245
8.910,86.432
8.920,87.943
8.930,90.222
8.940,87.245
8.950,85.375
8.960,89.450
8.970,84.280
8.980,87.315
8.990,86.144
9.000,84.874
9.010,84.750
9.020,88.674
9.030,92.270
9.040,87.914
9.050,91.199
9.060,91.364
9.070,92.139
9.080,87.476
9.090,89.609
9.100,87.171
9.110,91.667
9.120,84.132
9.130,87.594
9.140,89.503
9.150,85.423
9.160,92.167
9.170,85.505
9.180,83.278
9.190,87.653
9.200,84.010
9.210,91.699
9.220,89.249
9.230,85.152
9.240,91.486
9.250,90.190
9.260,91.725
9.270,88.885
9.280,85.328
9.290,85.144
9.300,83.180
9.310,85.546
9.320,91.057
9.330,91.849
9.340,85.713
9.350,89.580
9.360,90.947
9.370,92.307
9.380,84.138
9.390,90.979
9.400,83.403
9.410,86.776
9.420,92.299
9.430,87.054
9.440,87.208
9.450,85.082
9.460,85.805
9.470,86.889
9.480,86.102
9.490,83.899
9.500,87.147
9.510,88.082
9.520,87.656
9.530,89.279
9.540,87.921
9.550,87.555
9.560,85.583
9.570,83.377
9.580,84.817
9.590,90.266
9.600,86.268
9.610,87.836
9.620,87.508
9.630,91.856
9.640,89.099
9.650,84.440
9.660,86.616
9.670,86.113
9.680,91.276
9.690,89.336
9.700,85.303
9.710,86.139
9.720,83.138
9.730,91.593
9.740,90.681
9.750,85.925
9.760,91.016
9.770,85.724
9.780,85.085
9.790,87.073
9.800,89.900
9.810,89.233
9.820,84.228
9.830,83.619
9.840,90.905
9.850,83.421
9.860,84.052
9.870,84.443
9.880,84.282
9.890,85.297
9.900,83.058
9.910,83.639
9.920,90.299
9.930,91.639
9.940,88.025
9.950,84.201
9.960,90.297
9.970,87.796
9.980,83.979
9.990,85.019
10.000,88.298
10.010,85.763
10.020,86.263
10.030,91.962
10.040,88.424
10.050,88.448
10.060,83.919
10.070,85.717
10.080,91.306
10.090,87.066
10.100,84.490
10.110,86.482
10.120,90.417
10.130,85.603
10.140,88.950
10.150,88.532
10.160,84.383
10.170,86.745
10.180,89.227
10.190,91.040
10.200,88.891
10.210,83.041
10.220,88.895
10.230,91.182
10.240,83.252
10.250,85.996
10.260,84.432
10.270,90.306
10.280,86.512
10.290,84.039
10.300,85.366
10.310,83.237
10.320,83.249
10.330,85.875
10.340,83.366
10.350,90.071
10.360,88.200
10.370,83.750
10.380,86.834
10.390,87.179
10.400,84.926
10.410,86.480
10.420,85.139
10.430,90.328
10.440,84.542
10.450,91.180
10.460,88.320
10.470,88.945
10.480,89.739
10.490,84.436
10.500,89.648
10.510,90.956
10.520,88.916
10.530,89.741
10.540,91.444
10.550,87.623
10.560,85.270
10.570,90.249
10.580,91.366
10.590,86.639
10.600,87.212
10.610,85.288
10.620,90.899
10.630,84.105
10.640,85.684
10.650,88.877
10.660,89.790
10.670,91.379
10.680,88.165
10.690,90.417
10.700,90.524
10.710,85.872
10.720,90.594
10.730,88.623
10.740,84.685
10.750,89.741
10.760,86.347
10.770,90.909
10.780,85.097
10.790,86.016
10.800,86.251
10.810,88.945
10.820,89.769
10.830,90.134
10.840,91.136
10.850,88.020
10.860,86.237
10.870,88.578
10.880,83.042
10.890,88.223
10.900,82.345
10.910,85.096
10.920,88.254
10.930,83.832
10.940,84.492
10.950,83.509
10.960,88.506
10.970,89.730
10.980,88.808
10.990,85.743
11.000,91.184
11.010,87.293
11.020,83.121
11.030,91.174
11.040,85.689
11.050,83.813
11.060,83.942
11.070,88.354
11.080,86.535
11.090,83.771
11.100,84.790
11.110,89.622
11.120,90.665
11.130,91.377
11.140,88.155
11.150,83.933
11.160,85.525
11.170,87.256
11.180,83.797
11.190,90.937
11.200,86.732
11.210,89.408
11.220,85.538
11.230,91.099
11.240,83.108
11.250,88.899
11.260,83.206
11.270,90.953
11.280,90.707
11.290,85.096
11.300,91.275
11.310,82.565
11.320,84.816
11.330,82.850
11.340,89.698
11.350,84.796
11.360,82.834
11.370,86.140
11.380,84.345
11.390,90.889
11.400,82.801
11.410,83.216
11.420,88.865
11.430,84.839
11.440,83.608
11.450,88.517
11.460,88.136
11.470,82.238
11.480,87.656
11.490,83.375
11.500,82.271
11.510,86.245
11.520,88.815
11.530,86.334
11.540,83.589
11.550,87.626
11.560,90.791
11.570,83.283
11.580,86.521
11.590,90.541
11.600,88.229
11.610,89.935
11.620,85.855
11.630,87.586
11.640,86.098
11.650,86.207
11.660,84.039
11.670,82.930
11.680,90.781
11.690,88.740
11.700,82.146
11.710,83.002
11.720,85.025
11.730,83.442
11.740,89.795
11.750,90.249
11.760,88.079
11.770,88.917
11.780,85.035
11.790,85.965
11.800,84.506
11.810,83.421
11.820,90.124
11.830,84.651
11.840,88.434
11.850,87.227
11.860,85.399
11.870,88.148
11.880,87.350
11.890,88.548
11.900,90.868
11.910,89.718
11.920,84.153
11.930,83.592
11.940,82.781
11.950,90.027
11.960,84.123
11.970,88.077
11.980,86.460
11.990,85.533
12.000,85.569
12.010,89.355
12.020,87.756
12.030,85.268
12.040,82.816
12.050,87.762
12.060,90.221
12.070,83.395
12.080,86.683
12.090,86.234
12.100,87.700
12.110,84.973
12.120,84.988
12.130,85.537
12.140,84.405
12.150,83.323
12.160,84.270
12.170,88.782
12.180,84.897
12.190,85.294
12.200,83.754
12.210,85.815
12.220,81.839
12.230,90.813
12.240,86.018
12.250,83.160
12.260,89.984
12.270,89.323
12.280,83.437
12.290,87.305
12.300,88.578
12.310,85.151
12.320,83.089
12.330,82.361
12.340,83.288
12.350,84.409
12.360,81.990
12.370,84.416
12.380,86.135
12.390,87.032
12.400,85.799
12.410,90.759
12.420,84.396
12.430,83.780
12.440,81.810
12.450,90.760
12.460,86.027
12.470,85.011
12.480,83.630
12.490,88.861
12.500,83.526
12.510,84.483
12.520,82.668
12.530,84.999
12.540,86.419
12.550,89.221
12.560,85.090
12.570,89.612
12.580,84.857
12.590,84.078
12.600,84.013
12.610,85.297
12.620,88.882
12.630,86.334
12.640,85.774
12.650,86.091
12.660,84.405
12.670,88.957
12.680,88.127
12.690,85.739
12.700,82.441
12.710,88.334
12.720,87.752
12.730,81.785
12.740,83.760
12.750,82.481
12.760,86.986
12.770,82.206
12.780,87.528
12.790,90.602
12.800,89.051
12.810,85.450
12.820,88.483
12.830,90.351
12.840,84.596
12.850,87.438
12.860,81.794
12.870,89.958
12.880,83.722
12.890,86.308
12.900,90.334
12.910,86.722
12.920,87.297
12.930,90.242
12.940,89.344
12.950,83.837
12.960,87.255
12.970,83.042
12.980,84.351
12.990,86.420
13.000,82.590
13.010,83.148
13.020,90.443
13.030,90.099
13.040,83.272
13.050,89.616
13.060,83.751
13.070,89.770
13.080,81.881
13.090,82.448
13.100,88.507
13.110,85.160
13.120,87.028
13.130,90.067
13.140,83.991
13.150,88.495
13.160,82.234
13.170,89.049
13.180,86.173
13.190,83.987
13.200,86.467
13.210,82.108
13.220,84.332
13.230,90.321
13.240,83.862
13.250,88.522
13.260,83.737
13.270,86.348
13.280,81.989
13.290,88.470
13.300,84.840
13.310,89.111
13.320,82.347
13.330,89.199
13.340,81.082
13.350,88.301
13.360,85.664
13.370,82.922
13.380,85.350
13.390,87.394
13.400,85.479
13.410,89.205
13.420,86.015
13.430,86.834
13.440,85.154
13.450,82.619
13.460,88.262
13.470,81.432
13.480,83.105
13.490,87.778
13.500,81.896
13.510,84.111
13.520,81.446
13.530,86.406
13.540,89.924
13.550,83.749
13.560,85.073
13.570,83.936
13.580,81.324
13.590,82.489
13.600,88.311
13.610,81.804
13.620,84.523
13.630,81.188
13.640,88.515
13.650,88.180
13.660,87.050
13.670,80.932
13.680,81.487
13.690,87.743
13.700,87.932
13.710,83.372
13.720,83.522
13.730,86.078
13.740,87.601
13.750,83.469
13.760,85.364
13.770,82.864
13.780,86.973
13.790,81.183
13.800,87.426
13.810,86.339
13.820,85.482
13.830,84.130
13.840,88.795
13.850,81.040
13.860,84.571
13.870,87.723
13.880,83.853
13.890,83.087
13.900,82.258
13.910,86.264
13.920,88.466
13.930,89.607
13.940,89.865
13.950,87.948
13.960,82.590
13.970,89.537
13.980,83.076
13.990,86.821
14.000,81.478
14.010,86.180
14.020,81.955
14.030,85.750
14.040,85.830
14.050,83.233
14.060,82.443
14.070,85.603
14.080,85.031
14.090,81.969
14.100,82.325
14.110,88.771
14.120,82.794
14.130,84.941
14.140,82.791
14.150,84.863
14.160,82.183
14.170,88.291
14.180,89.373
14.190,80.976
14.200,81.835
14.210,87.002
14.220,88.403
14.230,81.357
14.240,80.781
14.250,87.021
14.260,82.867
14.270,84.002
14.280,81.962
14.290,88.115
14.300,82.757
14.310,82.400
14.320,84.820
14.330,80.692
14.340,88.140
14.350,84.816
14.360,89.359
14.370,85.843
14.380,83.842
14.390,85.586
14.400,86.789
14.410,85.524
14.420,84.722
14.430,84.011
14.440,88.328
14.450,81.972
14.460,83.101
14.470,84.829
14.480,88.738
14.490,85.927
14.500,82.560
14.510,83.249
14.520,82.636
14.530,85.820
14.540,85.578
14.550,88.145
14.560,87.876
14.570,86.257
14.580,82.822
14.590,88.757
14.600,83.169
14.610,81.732
14.620,81.842
14.630,87.101
14.640,89.035
14.650,85.572
14.660,81.402
14.670,80.469
14.680,80.492
14.690,81.028
14.700,81.362
14.710,86.491
14.720,81.810
14.730,83.241
14.740,85.368
14.750,83.370
14.760,88.255
14.770,89.191
14.780,85.298
14.790,86.238
14.800,81.912
14.810,83.347
14.820,83.774
14.830,83.720
14.840,89.198
14.850,87.307
14.860,87.075
14.870,86.597
14.880,84.394
14.890,87.668
14.900,81.123
14.910,85.381
14.920,85.816
14.930,88.795
14.940,88.471
14.950,85.466
14.960,85.075
14.970,80.480
14.980,86.467
14.990,88.765
15.000,88.761
15.010,83.793
15.020,85.171
15.030,93.475
15.040,94.569
15.050,94.843
15.060,92.504
15.070,96.238
15.080,99.516
15.090,99.828
15.100,101.752
15.110,105.551
15.120,104.769
15.130,108.312
15.140,110.609
15.150,113.153
15.160,120.259
15.170,115.783
15.180,116.294
15.190,123.676
15.200,122.926
15.210,130.694
15.220,126.137
15.230,126.840
15.240,128.122
15.250,134.301
15.260,134.475
15.270,141.113
15.280,139.647
15.290,144.709
15.300,148.090
15.310,150.507
15.320,145.316
15.330,149.743
15.340,154.957
15.350,155.727
15.360,156.024
15.370,158.532
15.380,159.177
15.390,161.223
15.400,160.998
15.410,162.288
15.420,168.415
15.430,166.299
15.440,172.454
15.450,176.397
15.460,170.855
15.470,177.946
15.480,183.430
15.490,177.905
15.500,179.294
15.510,189.529
15.520,191.592
15.530,192.005
15.540,193.038
15.550,189.123
15.560,191.855
15.570,196.345
15.580,196.198
15.590,203.554
15.600,206.722
15.610,204.966
15.620,202.291
15.630,212.791
15.640,206.190
15.650,211.680
15.660,212.676
15.670,213.028
15.680,222.787
15.690,224.699
15.700,219.468
15.710,223.816
15.720,225.248
15.730,226.831
15.740,234.570
15.750,231.169
15.760,238.725
15.770,240.336
15.780,234.014
15.790,237.005
15.800,245.647
15.810,244.106
15.820,247.209
15.830,249.209
15.840,252.351
15.850,249.715
15.860,249.737
15.870,259.681
15.880,261.035
15.890,255.397
15.900,259.930
15.910,267.780
15.920,268.349
15.930,268.640
15.940,266.870
15.950,272.893
15.960,274.185
15.970,272.203
15.980,278.622
15.990,283.268
16.000,283.547
16.010,280.965
16.020,284.688
16.030,281.537
16.040,282.965
16.050,285.596
16.060,279.990
16.070,285.012
16.080,282.377
16.090,277.625
16.100,277.459
16.110,278.714
16.120,276.494
16.130,283.607
16.140,284.947
16.150,284.722
16.160,279.340
16.170,284.932
16.180,279.998
16.190,285.036
16.200,279.903
16.210,284.708
16.220,284.420
16.230,277.439
16.240,277.305
16.250,282.963
16.260,279.038
16.270,277.651
16.280,276.638
16.290,278.780
16.300,276.469
16.310,282.056
16.320,281.181
16.330,282.969
16.340,280.228
16.350,276.687
16.360,279.279
16.370,284.407
16.380,284.787
16.390,280.102
16.400,278.175
16.410,284.343
16.420,282.548
16.430,279.427
16.440,282.157
16.450,282.681
16.460,277.351
16.470,283.508
16.480,283.291
16.490,283.100
16.500,281.648
16.510,282.463
16.520,275.660
16.530,275.764
16.540,277.072
16.550,281.493
16.560,277.632
16.570,276.215
16.580,282.062
16.590,282.525
16.600,280.687
16.610,276.642
16.620,277.200
16.630,281.407
16.640,278.867
16.650,275.836
16.660,283.639
16.670,279.766
16.680,277.451
16.690,278.042
16.700,282.806
16.710,277.484
16.720,280.311
16.730,277.161
16.740,276.746
16.750,281.161
16.760,279.209
16.770,276.383
16.780,276.309
16.790,276.035
16.800,284.225
16.810,278.588
16.820,278.103
16.830,278.388
16.840,279.911
16.850,276.872
16.860,284.140
16.870,277.854
16.880,277.364
16.890,280.711
16.900,277.629
16.910,283.299
16.920,279.541
16.930,278.217
16.940,277.379
16.950,283.085
16.960,281.880
16.970,279.962
16.980,281.430
16.990,279.123
17.000,85.325
17.010,79.954
17.020,87.447
17.030,85.452
17.040,79.789
17.050,87.893
17.060,82.106
17.070,83.579
17.080,80.798
17.090,84.050
17.100,85.744
17.110,79.859
17.120,84.769
17.130,84.041
17.140,80.759
17.150,82.239
17.160,81.764
17.170,81.758
17.180,83.516
17.190,84.635
17.200,79.229
17.210,83.952
17.220,85.029
17.230,85.387
17.240,86.460
17.250,79.098
17.260,85.505
17.270,79.591
17.280,84.273
17.290,80.249
17.300,87.930
17.310,82.519
17.320,81.821
17.330,84.861
17.340,86.877
17.350,84.978
17.360,85.055
17.370,86.263
17.380,87.989
17.390,83.624
17.400,84.390
17.410,87.190
17.420,81.169
17.430,81.068
17.440,83.288
17.450,84.094
17.460,84.485
17.470,84.589
