t_s,envelope_uV
5.770,91.4898
5.780,88.6623
5.790,82.8514
5.800,89.6412
5.810,87.6939
5.820,82.3308
5.830,86.3435
5.840,85.5793
5.850,91.3147
5.860,83.8032
5.870,83.8803
5.880,85.7384
5.890,87.1624
5.900,94.6208
5.910,86.7327
5.920,87.7440
5.930,91.8590
5.940,92.3705
5.950,91.7484
5.960,84.6313
5.970,93.4893
5.980,84.6785
5.990,93.8654
6.000,86.5615
6.010,94.5547
6.020,94.6666
6.030,95.4317
6.040,95.8771
6.050,90.1609
6.060,90.0095
6.070,87.3679
6.080,90.7611
6.090,95.7814
6.100,84.8479
6.110,91.4620
6.120,95.2728
6.130,91.6209
6.140,90.3272
6.150,94.9264
6.160,85.1436
6.170,87.5598
6.180,90.4803
6.190,93.7737
6.200,92.3287
6.210,94.9316
6.220,92.0568
6.230,93.5538
6.240,93.5217
6.250,88.1512
6.260,93.3076
6.270,93.4193
6.280,91.1221
6.290,90.0915
6.300,88.2121
6.310,92.8568
6.320,85.7179
6.330,87.8003
6.340,87.3505
6.350,87.2604
6.360,89.2791
6.370,90.1842
6.380,86.7996
6.390,87.4282
6.400,91.2602
6.410,81.3654
6.420,89.6638
6.430,82.1671
6.440,88.4782
6.450,85.5069
6.460,82.0939
6.470,83.6789
6.480,86.3290
6.490,79.2475
6.500,83.0218
6.510,87.9533
6.520,78.6696
6.530,79.6642
6.540,83.5134
6.550,88.7433
6.560,86.0082
6.570,81.6540
6.580,87.1534
6.590,86.6682
6.600,81.7107
6.610,85.6340
6.620,80.9520
6.630,80.1592
6.640,85.5884
6.650,79.5526
6.660,85.8986
6.670,87.1546
6.680,86.5669
6.690,80.8787
6.700,79.5769
6.710,80.7956
6.720,85.4469
6.730,76.9046
6.740,87.1382
6.750,81.7557
6.760,85.2142
6.770,77.5967
6.780,77.7257
6.790,76.2118
6.800,77.1991
6.810,77.9391
6.820,79.4079
6.830,84.7176
6.840,80.3816
6.850,83.9995
6.860,86.1775
6.870,78.2660
6.880,82.3656
6.890,77.6453
6.900,81.3264
6.910,87.6153
6.920,79.9733
6.930,84.3178
6.940,87.5094
6.950,77.2838
6.960,80.5960
6.970,86.7060
6.980,85.7299
6.990,78.9786
7.000,86.5159
7.010,87.1249
7.020,89.4016
7.030,79.0265
7.040,81.5847
7.050,86.8437
7.060,86.3909
7.070,82.0052
7.080,84.7101
7.090,80.7031
7.100,90.5184
7.110,84.1162
7.120,81.2208
7.130,88.8261
7.140,87.6017
7.150,82.4522
7.160,86.4399
7.170,85.1247
7.180,92.5208
7.190,84.9128
7.200,88.8549
7.210,86.0172
7.220,83.5398
7.230,89.6477
7.240,87.7348
7.250,91.7243
7.260,85.6823
7.270,90.5758
7.280,84.1325
7.290,89.7203
7.300,83.6700
7.310,90.0560
7.320,86.2396
7.330,92.4237
7.340,87.2635
7.350,91.8790
7.360,92.5779
7.370,92.1989
7.380,88.1052
7.390,86.9078
7.400,84.9272
7.410,94.3323
7.420,87.8764
7.430,91.0777
7.440,92.1758
7.450,95.2395
7.460,85.2537
7.470,90.6010
7.480,95.0709
7.490,90.9102
7.500,94.0749
7.510,93.3654
7.520,89.8418
7.530,93.3642
7.540,95.1409
7.550,93.7099
7.560,93.1072
7.570,94.2297
7.580,89.7284
7.590,85.2760
7.600,95.9672
7.610,86.8511
7.620,91.0248
7.630,91.1074
7.640,91.5317
7.650,91.8426
7.660,84.1393
7.670,86.2005
7.680,90.9061
7.690,91.1486
7.700,92.5302
7.710,94.7225
7.720,89.5752
7.730,85.8026
7.740,87.1305
7.750,84.7449
7.760,86.2460
7.770,86.0527
7.780,93.5251
7.790,85.7513
7.800,82.3946
7.810,91.6389
7.820,91.2708
7.830,89.1414
7.840,90.3509
7.850,82.8774
7.860,80.8862
7.870,80.8612
7.880,81.5323
7.890,89.9849
7.900,88.1260
7.910,81.8113
7.920,80.8801
7.930,86.9497
7.940,82.2293
7.950,79.1725
7.960,81.3693
7.970,87.7450
7.980,81.4023
7.990,82.9339
8.000,79.7574
8.010,83.7493
8.020,88.5095
8.030,77.4191
8.040,81.7535
8.050,84.2445
8.060,81.4998
8.070,83.0798
8.080,79.2672
8.090,76.7349
8.100,82.1535
8.110,82.8056
8.120,87.3618
8.130,81.1999
8.140,77.1583
8.150,76.8551
8.160,80.2526
8.170,78.0227
8.180,83.9284
8.190,76.0481
8.200,81.9826
8.210,80.7904
8.220,84.9081
8.230,78.9528
8.240,86.5975
8.250,82.6126
8.260,85.6821
8.270,83.2130
8.280,83.9293
8.290,86.1899
8.300,77.5346
8.310,85.3370
8.320,81.6367
8.330,86.2744
8.340,80.3767
8.350,81.6366
8.360,87.9276
8.370,87.2829
8.380,77.4660
8.390,79.2236
8.400,87.9333
8.410,78.3994
8.420,79.9557
8.430,87.3270
8.440,88.4229
8.450,82.4208
8.460,89.8859
8.470,87.7699
8.480,80.8107
8.490,81.0330
8.500,89.3823
8.510,83.7544
8.520,84.8982
8.530,84.9597
8.540,88.4846
8.550,82.5485
8.560,90.7565
8.570,84.4826
8.580,91.1058
8.590,85.6614
8.600,89.3373
8.610,83.8593
8.620,88.0672
8.630,84.8100
8.640,92.7553
8.650,91.1565
8.660,87.2619
8.670,87.8900
8.680,87.2987
8.690,89.0745
8.700,85.8113
8.710,85.3934
8.720,84.2745
8.730,84.5214
8.740,88.0790
8.750,85.4793
8.760,88.6425
8.770,88.4521
8.780,89.5622
8.790,87.3387
8.800,87.7772
8.810,90.2550
8.820,88.5035
8.830,87.1433
8.840,90.0657
8.850,92.1760
8.860,86.6936
8.870,90.2176
8.880,92.4154
8.890,90.3938
8.900,94.4599
8.910,90.0229
8.920,86.8322
8.930,94.8775
8.940,90.1450
8.950,96.2750
8.960,90.2521
8.970,89.9220
8.980,89.0528
8.990,87.8751
9.000,92.5288
9.010,87.4376
9.020,92.6267
9.030,91.1693
9.040,93.3745
9.050,91.8628
9.060,91.9491
9.070,92.6982
9.080,95.3035
9.090,93.9846
9.100,88.2201
9.110,93.1182
9.120,90.4424
9.130,90.0137
9.140,94.4081
9.150,86.9630
9.160,86.6682
9.170,87.7607
9.180,90.5848
9.190,89.2346
9.200,90.8881
9.210,90.6411
9.220,90.9384
9.230,84.4686
9.240,89.0112
9.250,92.5939
9.260,86.3042
9.270,86.4339
9.280,88.1426
9.290,88.5285
9.300,90.6691
9.310,85.8041
9.320,83.7223
9.330,91.4716
9.340,88.2921
9.350,90.1749
9.360,81.9222
9.370,90.5687
9.380,79.4916
9.390,83.4506
9.400,87.5149
9.410,86.8800
9.420,87.3473
9.430,81.0183
9.440,83.8225
9.450,88.8603
9.460,87.4316
9.470,80.6004
9.480,84.5394
9.490,78.1661
9.500,83.6971
9.510,84.6164
9.520,88.3968
9.530,86.2069
9.540,76.8907
9.550,83.2218
9.560,85.7647
9.570,77.1585
9.580,84.2679
9.590,84.7148
9.600,82.7417
9.610,87.8182
9.620,78.2674
9.630,82.3925
9.640,81.7256
9.650,80.8803
9.660,84.3908
9.670,82.7545
9.680,87.1810
9.690,82.5481
9.700,78.0578
9.710,85.9116
9.720,76.8836
9.730,80.7131
9.740,81.8336
9.750,88.3134
9.760,77.4686
9.770,85.8351
9.780,78.7826
9.790,79.4131
9.800,82.6096
9.810,86.5483
9.820,81.5126
9.830,78.8657
9.840,88.2640
9.850,82.9979
9.860,89.6064
9.870,86.8227
9.880,79.1007
9.890,89.6950
9.900,85.9711
9.910,87.4697
9.920,80.3200
9.930,81.4054
9.940,85.0920
9.950,87.5370
9.960,85.4747
9.970,80.4060
9.980,86.3422
9.990,92.1684
10.000,88.6833
10.010,81.9867
10.020,90.4475
10.030,84.2797
10.040,92.7136
10.050,84.6161
10.060,85.0495
10.070,91.3032
10.080,90.9723
10.090,83.8022
10.100,91.8018
10.110,93.1864
10.120,94.8381
10.130,85.3622
10.140,91.5333
10.150,86.9022
10.160,91.8690
10.170,94.7768
10.180,84.9478
10.190,94.4402
10.200,91.7969
10.210,93.3491
10.220,95.2833
10.230,86.6770
10.240,93.7159
10.250,86.7734
10.260,87.2838
10.270,92.4686
10.280,93.3676
10.290,88.9325
10.300,86.4068
10.310,91.0831
10.320,86.9866
10.330,85.7755
10.340,86.0411
10.350,95.1907
10.360,86.3069
10.370,93.9593
10.380,86.0141
10.390,90.5471
10.400,92.2898
10.410,93.3447
10.420,96.7838
10.430,87.8981
10.440,94.9657
10.450,90.2676
10.460,90.3426
10.470,92.7980
10.480,93.4502
10.490,88.5567
10.500,92.1113
10.510,92.0821
10.520,85.3994
10.530,91.7523
10.540,92.0572
10.550,85.5745
10.560,91.1539
10.570,89.6325
10.580,83.7501
10.590,85.3716
10.600,91.0965
10.610,84.3535
10.620,88.0488
10.630,83.2687
10.640,91.0477
10.650,91.8486
10.660,84.5766
10.670,93.2961
10.680,86.3845
10.690,89.8777
10.700,89.8476
10.710,84.9713
10.720,85.4395
10.730,91.6886
10.740,84.9331
10.750,85.1948
10.760,84.4569
10.770,81.5867
10.780,79.8578
10.790,84.7940
10.800,90.9994
10.810,80.6199
10.820,82.2734
10.830,85.1447
10.840,86.2461
10.850,84.4821
10.860,79.9362
10.870,87.0612
10.880,78.3762
10.890,82.4689
10.900,88.3838
10.910,77.7900
10.920,87.3677
10.930,84.3211
10.940,81.5211
10.950,81.7296
10.960,86.5261
10.970,83.4752
10.980,86.7047
10.990,81.6458
11.000,78.5546
11.010,88.0242
11.020,79.3914
11.030,79.8490
11.040,77.1707
11.050,83.5650
11.060,87.2971
11.070,82.4206
11.080,82.1721
11.090,87.0557
11.100,79.5240
11.110,80.7371
11.120,87.8568
11.130,81.7486
11.140,81.4254
11.150,80.4152
11.160,84.2447
11.170,79.9664
11.180,86.0119
11.190,81.0943
11.200,80.4984
11.210,80.0110
11.220,82.5621
11.230,80.4088
11.240,85.4201
11.250,78.0637
11.260,81.9417
11.270,84.6243
11.280,87.6297
11.290,87.4574
11.300,86.4378
11.310,89.9769
11.320,89.3456
11.330,88.0476
11.340,86.9759
11.350,81.3072
11.360,90.3955
11.370,85.7500
11.380,89.5344
11.390,81.2968
11.400,82.5303
11.410,84.5822
11.420,85.3906
11.430,89.3166
11.440,84.0627
11.450,85.1857
11.460,91.3786
11.470,92.0250
11.480,87.9140
11.490,93.1341
11.500,93.8280
11.510,87.1599
11.520,85.9826
11.530,86.9391
11.540,91.8933
11.550,85.1937
11.560,94.9046
11.570,84.1579
11.580,92.0993
11.590,95.3974
11.600,93.6962
11.610,91.4123
11.620,85.4651
11.630,85.7435
11.640,86.1408
11.650,96.6722
11.660,88.2880
11.670,96.0267
11.680,93.3662
11.690,93.6025
11.700,94.8742
11.710,89.5546
11.720,92.2224
11.730,92.9125
11.740,88.7129
11.750,90.0583
11.760,92.4850
11.770,93.1734
11.780,93.1907
11.790,93.5679
11.800,92.5440
11.810,94.4976
11.820,90.5234
11.830,91.7798
11.840,89.5961
11.850,89.9460
11.860,91.7795
11.870,94.9238
11.880,92.4024
11.890,85.8271
11.900,85.7164
11.910,87.2409
11.920,85.4828
11.930,91.8218
11.940,88.8371
11.950,86.4102
11.960,91.0190
11.970,90.0356
11.980,95.4366
11.990,86.7110
12.000,92.0809
12.010,84.6755
12.020,95.4164
12.030,91.7331
12.040,85.9413
12.050,93.6201
12.060,83.6230
12.070,86.5656
12.080,86.0633
12.090,87.2058
12.100,93.0933
12.110,85.5851
12.120,82.7404
12.130,93.1267
12.140,84.6596
12.150,85.7477
12.160,88.9466
12.170,91.4707
12.180,89.4456
12.190,81.9796
12.200,91.0808
12.210,83.2720
12.220,88.3156
12.230,85.7948
12.240,81.3884
12.250,83.4045
12.260,85.2284
12.270,89.4186
12.280,82.6154
12.290,86.4641
12.300,89.7780
12.310,82.7194
12.320,84.2040
12.330,79.4834
12.340,79.0349
12.350,82.2979
12.360,81.4142
12.370,85.5145
12.380,84.6895
12.390,79.7977
12.400,84.4957
12.410,86.0456
12.420,80.5390
12.430,88.2685
12.440,79.7679
12.450,82.7649
12.460,83.2455
12.470,84.9307
12.480,83.9715
12.490,80.8502
12.500,88.3414
12.510,80.2389
12.520,85.3060
12.530,88.3961
12.540,83.3776
12.550,85.7561
12.560,80.9249
12.570,78.9402
12.580,87.9653
12.590,88.3195
12.600,80.1720
12.610,85.8307
12.620,84.3362
12.630,85.8235
12.640,82.8701
12.650,84.0783
12.660,78.7809
12.670,78.5888
12.680,84.2321
12.690,79.1380
12.700,87.3501
12.710,84.5162
12.720,81.0302
12.730,88.1665
12.740,89.0165
12.750,83.3214
12.760,83.4392
12.770,86.6530
12.780,84.1189
12.790,81.1046
12.800,90.1733
12.810,91.6681
12.820,86.0154
12.830,84.3169
12.840,90.4330
12.850,83.1707
12.860,84.2030
12.870,90.5712
12.880,87.4155
12.890,91.2219
12.900,89.5395
12.910,89.8023
12.920,92.2488
12.930,91.8712
12.940,91.6145
12.950,94.2453
12.960,90.4325
12.970,86.8030
12.980,85.6262
12.990,93.9352
13.000,94.5398
13.010,95.0709
13.020,92.9360
13.030,90.2267
13.040,89.5687
13.050,86.0344
13.060,95.4677
13.070,93.4903
13.080,86.2254
13.090,86.2277
13.100,87.9499
13.110,95.3245
13.120,92.5297
13.130,95.1228
13.140,88.7228
13.150,97.1479
13.160,96.8555
13.170,90.9687
13.180,95.8416
13.190,95.2573
13.200,91.0391
13.210,96.1207
13.220,94.0818
13.230,88.4883
13.240,90.8691
13.250,93.8270
13.260,95.6456
13.270,93.7828
13.280,90.3125
13.290,86.2912
13.300,95.3846
13.310,88.9148
13.320,88.7548
13.330,89.2256
13.340,87.2207
13.350,90.8222
13.360,86.8367
13.370,94.3667
13.380,86.6319
13.390,90.5644
13.400,88.8287
13.410,94.2993
13.420,87.7399
13.430,95.2041
13.440,93.8267
13.450,90.1555
13.460,91.8290
13.470,84.0986
13.480,84.8832
13.490,90.7847
13.500,92.1249
13.510,89.4139
13.520,88.2766
13.530,93.4172
13.540,86.8122
13.550,83.6909
13.560,89.7562
13.570,88.2485
13.580,89.4040
13.590,88.3198
13.600,90.5392
13.610,85.4049
13.620,83.3042
13.630,89.3248
13.640,88.7896
13.650,87.6366
13.660,83.3328
13.670,89.9091
13.680,80.7266
13.690,90.7448
13.700,86.1976
13.710,86.7371
13.720,84.3498
13.730,84.8759
13.740,89.1239
13.750,81.8077
13.760,83.2251
13.770,83.5964
13.780,87.6294
13.790,87.8674
13.800,81.2473
13.810,79.3134
13.820,82.1387
13.830,84.2222
13.840,79.8419
13.850,80.0888
13.860,83.1605
13.870,82.1059
13.880,77.9220
13.890,88.0502
13.900,88.8140
13.910,85.7080
13.920,83.5751
13.930,86.7793
13.940,85.2196
13.950,83.9747
13.960,83.0820
13.970,84.4577
13.980,83.3235
13.990,83.2609
14.000,77.4355
14.010,80.2570
14.020,78.0692
14.030,86.1589
14.040,85.2286
14.050,80.7067
14.060,83.6458
14.070,89.4692
14.080,83.9469
14.090,83.1160
14.100,79.3441
14.110,89.5708
14.120,89.6724
14.130,83.7467
14.140,87.5452
14.150,89.0465
14.160,84.7576
14.170,79.9234
14.180,90.7040
14.190,88.5717
14.200,83.5996
14.210,88.4577
14.220,91.0495
14.230,91.6759
14.240,85.3405
14.250,83.1810
14.260,85.5710
14.270,82.2216
14.280,91.0763
14.290,85.5806
14.300,91.2830
14.310,87.5287
14.320,83.0278
14.330,88.4180
14.340,86.9622
14.350,89.4669
14.360,87.7746
14.370,93.6335
14.380,90.9553
14.390,85.3237
14.400,91.5914
14.410,89.0646
14.420,85.6193
14.430,86.8587
14.440,86.5809
14.450,94.8056
14.460,86.5840
14.470,94.7089
14.480,92.1034
14.490,86.2076
14.500,92.3605
14.510,87.9196
14.520,91.1308
14.530,94.4532
14.540,95.7986
14.550,89.0536
14.560,93.0164
14.570,96.9463
14.580,98.1051
14.590,87.2073
14.600,96.1340
14.610,94.5097
14.620,87.6960
14.630,95.7112
14.640,89.5149
14.650,88.3910
14.660,97.5014
14.670,95.4610
14.680,93.0649
14.690,90.2136
14.700,94.5570
14.710,97.2163
14.720,95.3213
14.730,93.9973
14.740,95.2797
14.750,97.0137
14.760,90.0057
14.770,86.8360
14.780,93.6439
14.790,85.7807
14.800,89.8650
14.810,87.3293
14.820,95.7695
14.830,90.7947
14.840,94.7612
14.850,93.9066
14.860,95.5110
14.870,96.0620
14.880,91.2085
14.890,94.7991
14.900,88.0869
14.910,91.5511
14.920,90.0957
14.930,92.9814
14.940,89.8485
14.950,85.9552
14.960,93.6837
14.970,85.1955
14.980,88.1815
14.990,83.6995
15.000,86.6570
15.010,87.3205
15.020,94.1233
15.030,89.6674
15.040,91.6046
15.050,89.3431
15.060,101.2414
15.070,97.6259
15.080,100.2257
15.090,101.1014
15.100,104.8148
15.110,102.7670
15.120,105.7591
15.130,101.7992
15.140,105.4799
15.150,102.7161
15.160,104.9115
15.170,109.1662
15.180,110.9736
15.190,118.7041
15.200,117.6267
15.210,119.4174
15.220,118.4668
15.230,117.9690
15.240,115.5260
15.250,120.2247
15.260,117.4435
15.270,119.1154
15.280,120.4428
15.290,124.1914
15.300,129.3372
15.310,124.8330
15.320,131.1594
15.330,128.8774
15.340,137.8274
15.350,133.7209
15.360,137.5134
15.370,138.2113
15.380,139.4323
15.390,145.1211
15.400,136.5323
15.410,144.8892
15.420,139.4783
15.430,149.1399
15.440,145.5927
15.450,152.7766
15.460,151.6759
15.470,146.2620
15.480,152.8631
15.490,157.0669
15.500,152.8831
15.510,153.4311
15.520,157.9646
